role,source_field,scene_idx,ra_deg,dec_deg,z_phot_legacy,z_phot_err,legacy_morphology,F444W_peak_sim_units,compactness_F444W,has_F444W
lens_scene,primer_uds,265,34.356553,-5.199657,0.580988,0.060863,REX,1143.100342,0.176792,False
lens_scene,primer_uds,266,34.356756,-5.228666,0.915529,0.092196,REX,917.262939,0.236214,False
lens_scene,primer_uds,267,34.357193,-5.212147,0.645896,0.048855,SER,2051.579590,0.144670,False
lens_scene,primer_uds,268,34.357898,-5.194470,0.961247,0.083256,EXP,252.924728,0.099031,False
lens_scene,primer_uds,269,34.358299,-5.188868,0.954041,0.066167,REX,5894.482422,0.244306,False
lens_scene,primer_uds,270,34.358530,-5.265399,0.518887,0.072414,REX,617.589661,0.216061,False
lens_scene,primer_uds,271,34.358792,-5.173936,0.576073,0.057578,EXP,1561.955933,0.189472,False
lens_scene,primer_uds,272,34.359241,-5.257612,0.833396,0.061479,REX,878.761475,0.120937,False
lens_scene,primer_uds,273,34.359379,-5.236239,0.374419,0.065501,REX,4890.831543,0.300628,False
lens_scene,primer_uds,274,34.360068,-5.177690,0.582870,0.063416,SER,1632.563477,0.027788,False
lens_scene,primer_uds,275,34.360134,-5.316657,0.529899,0.055666,REX,1734.812622,0.179876,False
lens_scene,primer_uds,276,34.360443,-5.229334,0.782004,0.043946,DEV,4650.625488,0.225800,False
lens_scene,primer_uds,277,34.360470,-5.162326,0.404052,0.070190,REX,6544.141602,0.173964,False
lens_scene,primer_uds,278,34.360624,-5.178754,0.809477,0.045238,DEV,5470.933594,0.338431,False
lens_scene,primer_uds,279,34.360717,-5.239211,0.839992,0.063366,REX,2848.072998,0.226045,False
lens_scene,primer_uds,280,34.361200,-5.316536,0.497719,0.021085,SER,12115.330078,0.250496,False
lens_scene,primer_uds,281,34.361723,-5.149217,0.743907,0.040563,REX,779.873962,0.088249,False
lens_scene,primer_uds,282,34.361735,-5.245550,0.849642,0.051404,DEV,2391.980713,0.208245,False
lens_scene,primer_uds,283,34.361869,-5.221290,0.650135,0.045353,REX,4561.914062,0.245340,False
lens_scene,primer_uds,284,34.361883,-5.287558,0.279779,0.099669,EXP,808.606812,0.147715,False
lens_scene,primer_uds,285,34.361900,-5.212517,0.884574,0.088288,DEV,2453.828369,0.234268,False
lens_scene,primer_uds,286,34.362125,-5.153910,0.557853,0.056302,REX,1294.664307,0.181259,False
lens_scene,primer_uds,287,34.362308,-5.290732,0.600359,0.073335,SER,2338.831299,0.165978,False
lens_scene,primer_uds,288,34.362589,-5.217781,0.491455,0.081598,REX,216.073975,0.125273,False
lens_scene,primer_uds,289,34.362950,-5.164008,0.593317,0.034451,DEV,6704.834473,0.326835,False
lens_scene,primer_uds,290,34.364266,-5.255787,0.470353,0.036362,EXP,1100.155151,0.090711,False
lens_scene,primer_uds,291,34.364338,-5.266216,0.856876,0.085042,EXP,562.058533,0.123278,False
lens_scene,primer_uds,292,34.364473,-5.186948,0.243982,0.018019,SER,5791.933105,0.080546,False
lens_scene,primer_uds,293,34.364519,-5.195853,0.723228,0.035983,EXP,6219.517578,0.344106,False
lens_scene,primer_uds,294,34.365061,-5.233418,0.572461,0.062145,EXP,1015.758972,0.141320,False
lens_scene,primer_uds,295,34.365298,-5.313992,0.693352,0.045703,DEV,2926.312012,0.142229,False
lens_scene,primer_uds,296,34.365651,-5.225107,0.874585,0.093935,EXP,814.163513,0.089228,False
lens_scene,primer_uds,297,34.365711,-5.186309,0.535102,0.058180,EXP,2670.301514,0.228479,False
lens_scene,primer_uds,298,34.366003,-5.224455,0.866695,0.084161,REX,755.094910,0.096379,False
lens_scene,primer_uds,299,34.366300,-5.184293,0.460630,0.085066,EXP,1465.830933,0.142334,False
lens_scene,primer_uds,300,34.367024,-5.192962,0.530874,0.057788,REX,1724.504395,0.243635,False
lens_scene,primer_uds,301,34.367274,-5.315667,0.457611,0.075923,REX,1044.587158,0.182122,False
lens_scene,primer_uds,302,34.367357,-5.265646,0.473148,0.052784,EXP,1128.608154,0.145846,False
lens_scene,primer_uds,303,34.367747,-5.267320,0.651340,0.060753,REX,384.113586,0.075348,False
lens_scene,primer_uds,304,34.367958,-5.267983,0.664800,0.039605,REX,677.673828,0.104109,False
lens_scene,primer_uds,305,34.367971,-5.181897,0.677549,0.050523,REX,3745.051514,0.220160,False
lens_scene,primer_uds,306,34.368402,-5.201155,0.861880,0.069662,REX,3148.684814,0.275604,False
lens_scene,primer_uds,307,34.368678,-5.250777,0.327821,0.093064,EXP,397.679138,0.115006,False
lens_scene,primer_uds,308,34.369163,-5.172406,0.817914,0.065550,REX,1274.869385,0.134947,False
lens_scene,primer_uds,309,34.369264,-5.267952,0.405549,0.082420,EXP,154.592392,0.079546,False
lens_scene,primer_uds,310,34.369755,-5.202811,0.525465,0.096835,EXP,151.751358,0.171083,False
lens_scene,primer_uds,311,34.369938,-5.215412,0.716521,0.067514,REX,847.179443,0.154868,False
lens_scene,primer_uds,312,34.370012,-5.295090,0.515469,0.073181,REX,101.289261,0.087798,False
lens_scene,primer_uds,313,34.370324,-5.246904,0.992055,0.081831,EXP,6679.837402,0.265929,False
lens_scene,primer_uds,314,34.370416,-5.298214,0.917713,0.096415,EXP,1756.772949,0.194197,False
lens_scene,primer_uds,315,34.370618,-5.221624,0.659207,0.026917,REX,5493.646484,0.237778,False
lens_scene,primer_uds,316,34.370838,-5.314284,0.497431,0.031996,SER,6553.031738,0.110402,False
lens_scene,primer_uds,317,34.370881,-5.214506,0.921342,0.095408,DEV,926.231934,0.160191,False
lens_scene,primer_uds,318,34.370996,-5.216506,0.614918,0.037400,SER,6340.451172,0.195253,False
lens_scene,primer_uds,319,34.371004,-5.263650,0.957517,0.072724,REX,1804.625610,0.150296,False
lens_scene,primer_uds,320,34.371679,-5.195678,0.815673,0.067163,REX,2474.719482,0.241524,False
lens_scene,primer_uds,321,34.372658,-5.207061,0.688965,0.052946,REX,2932.960205,0.293566,False
lens_scene,primer_uds,322,34.372819,-5.251152,0.956023,0.061633,DEV,5054.824707,0.254941,False
lens_scene,primer_uds,323,34.373278,-5.259211,0.677944,0.073064,EXP,3449.031494,0.199868,False
lens_scene,primer_uds,324,34.374049,-5.215102,0.477162,0.089457,EXP,150.474594,0.083292,False
lens_scene,primer_uds,325,34.374104,-5.313411,0.636517,0.019520,SER,7960.556641,0.185808,False
lens_scene,primer_uds,326,34.374141,-5.232615,0.524795,0.065912,REX,422.888519,0.141725,False
lens_scene,primer_uds,327,34.374685,-5.223800,0.559601,0.076848,SER,569.703491,0.128327,False
lens_scene,primer_uds,328,34.374863,-5.317951,0.697642,0.086345,REX,283.402069,0.107262,False
lens_scene,primer_uds,329,34.375234,-5.234302,0.691810,0.074340,REX,1321.356323,0.255052,False
lens_scene,primer_uds,330,34.376327,-5.198940,0.595851,0.082710,REX,1327.744141,0.274510,False
lens_scene,primer_uds,331,34.376591,-5.304558,0.150878,0.057748,EXP,388.023712,0.087943,False
lens_scene,primer_uds,332,34.377141,-5.203477,0.718136,0.092560,REX,2126.258301,0.258950,False
lens_scene,primer_uds,333,34.377194,-5.228278,0.475068,0.061666,EXP,296.260651,0.102817,False
lens_scene,primer_uds,334,34.377197,-5.222715,0.679137,0.048056,SER,3065.191162,0.173129,False
lens_scene,primer_uds,335,34.377567,-5.213720,0.656409,0.049992,REX,3278.487061,0.314268,False
lens_scene,primer_uds,336,34.377799,-5.293616,0.307997,0.031346,SER,1136.784180,0.113970,False
lens_scene,primer_uds,337,34.378384,-5.307934,0.437567,0.083916,EXP,421.981964,0.105933,False
lens_scene,primer_uds,338,34.378690,-5.218176,0.328653,0.034729,SER,3361.948730,0.135320,False
lens_scene,primer_uds,339,34.379293,-5.240624,0.820623,0.053638,REX,3955.634033,0.316262,False
lens_scene,primer_uds,340,34.379405,-5.210419,0.664953,0.036781,DEV,5184.828125,0.320776,False
lens_scene,primer_uds,341,34.379792,-5.305804,0.295652,0.043971,REX,8226.520508,0.213655,False
lens_scene,primer_uds,342,34.379865,-5.205107,0.598589,0.064979,EXP,859.740112,0.141286,False
lens_scene,primer_uds,343,34.380441,-5.204684,0.589158,0.034214,REX,6760.428223,0.326262,False
lens_scene,primer_uds,344,34.382124,-5.261225,0.645811,0.054665,EXP,2599.604492,0.222468,False
lens_scene,primer_uds,345,34.383451,-5.272931,0.843959,0.094888,EXP,580.306702,0.057388,False
lens_scene,primer_uds,346,34.383454,-5.281633,0.461082,0.021556,SER,7517.309570,0.228545,False
lens_scene,primer_uds,347,34.383734,-5.227678,0.692657,0.052842,REX,3142.544189,0.269674,False
lens_scene,primer_uds,348,34.384706,-5.259721,0.482422,0.081017,REX,1163.650513,0.281577,False
lens_scene,primer_uds,349,34.384885,-5.272769,0.520091,0.086366,DEV,1115.527466,0.082348,False
lens_scene,primer_uds,350,34.385641,-5.216572,0.658616,0.027439,DEV,6412.717773,0.218405,False
lens_scene,primer_uds,351,34.386040,-5.293985,0.459331,0.024162,SER,9737.142578,0.191771,False
lens_scene,primer_uds,352,34.387100,-5.200037,0.728236,0.063893,REX,2407.142090,0.266623,False
lens_scene,primer_uds,353,34.387389,-5.300377,0.398777,0.060167,DEV,5955.399902,0.241108,False
lens_scene,primer_uds,354,34.387422,-5.225464,0.672943,0.032138,REX,4447.136230,0.168244,False
lens_scene,primer_uds,355,34.387608,-5.220522,0.705880,0.057348,REX,4386.678223,0.289243,False
lens_scene,primer_uds,356,34.387767,-5.310305,0.636012,0.045017,DEV,5507.375977,0.186479,False
lens_scene,primer_uds,357,34.389601,-5.301102,0.546027,0.089276,REX,278.795563,0.194349,False
lens_scene,primer_uds,358,34.389651,-5.293646,0.323153,0.060969,REX,8517.082031,0.242440,False
lens_scene,primer_uds,359,34.389831,-5.259408,0.513670,0.037687,REX,3121.523682,0.295511,False
lens_scene,primer_uds,360,34.389881,-5.298798,0.316187,0.014784,SER,12745.922852,0.163645,False
lens_scene,primer_uds,361,34.390370,-5.201129,0.663605,0.032974,REX,8067.293457,0.259258,False
lens_scene,primer_uds,362,34.390451,-5.217308,0.721978,0.075862,REX,635.362793,0.165308,False
lens_scene,primer_uds,363,34.390515,-5.214458,0.631271,0.042165,DEV,4293.871582,0.242661,False
lens_scene,primer_uds,364,34.390804,-5.233863,0.621900,0.030692,SER,6959.155762,0.237786,False
lens_scene,primer_uds,365,34.391495,-5.225455,0.447416,0.048573,REX,2420.565674,0.252165,False
lens_scene,primer_uds,366,34.391821,-5.224925,0.525749,0.074300,SER,2047.280640,0.022115,False
lens_scene,primer_uds,367,34.392451,-5.227560,0.446905,0.025514,SER,10010.838867,0.222546,False
lens_scene,primer_uds,368,34.392891,-5.228496,0.604669,0.070468,EXP,860.638428,0.121124,False
lens_scene,primer_uds,369,34.393010,-5.238078,0.642806,0.054023,EXP,392.986237,0.127687,False
lens_scene,primer_uds,370,34.393035,-5.254192,0.489468,0.070958,REX,212.582672,0.125126,False
lens_scene,primer_uds,371,34.393149,-5.212296,0.667330,0.039242,DEV,2373.822266,0.248468,False
lens_scene,primer_uds,372,34.394149,-5.220362,0.657895,0.043042,SER,11456.100586,0.268550,False
lens_scene,primer_uds,373,34.394419,-5.221183,0.660367,0.049478,REX,1563.391724,0.207724,False
lens_scene,primer_uds,374,34.395687,-5.309355,0.486745,0.073800,EXP,306.001984,0.142743,False
lens_scene,primer_uds,375,34.395711,-5.224754,0.671037,0.054368,REX,2148.022217,0.205771,False
lens_scene,primer_uds,376,34.395723,-5.231747,0.358718,0.018646,SER,8299.685547,0.263245,False
lens_scene,primer_uds,377,34.396043,-5.263130,0.587158,0.029396,SER,7153.927734,0.288241,False
lens_scene,primer_uds,378,34.396495,-5.275570,0.506174,0.056600,SER,316.619720,0.094517,False
lens_scene,primer_uds,379,34.396596,-5.317216,0.983905,0.074784,REX,1158.401001,0.114715,False
lens_scene,primer_uds,380,34.396843,-5.264265,0.167891,0.072727,REX,479.105408,0.119675,False
lens_scene,primer_uds,381,34.397005,-5.227378,0.639358,0.032808,REX,2198.132568,0.144766,False
lens_scene,primer_uds,382,34.397062,-5.225135,0.619332,0.033670,SER,11296.748047,0.223925,False
lens_scene,primer_uds,383,34.397106,-5.307332,0.260607,0.081425,EXP,514.751770,0.134399,False
lens_scene,primer_uds,384,34.397243,-5.202132,0.522129,0.048370,EXP,8162.617188,0.313419,False
lens_scene,primer_uds,385,34.397266,-5.297738,0.318781,0.049410,SER,9121.414062,0.171406,False
lens_scene,primer_uds,386,34.397852,-5.198884,0.694729,0.045137,REX,5163.182129,0.305545,False
lens_scene,primer_uds,387,34.398121,-5.303765,0.890964,0.057516,DEV,3630.355713,0.217145,False
lens_scene,primer_uds,388,34.399125,-5.239046,0.632517,0.031001,REX,2988.961670,0.187064,False
lens_scene,primer_uds,389,34.399162,-5.263734,0.697592,0.059462,SER,2700.529297,0.069979,False
lens_scene,primer_uds,390,34.400181,-5.197331,0.488852,0.067115,EXP,181.550140,0.095233,False
lens_scene,primer_uds,391,34.401262,-5.204617,0.514141,0.090710,DEV,205.803513,0.156990,False
lens_scene,primer_uds,392,34.401733,-5.196533,0.379050,0.045494,REX,1990.627930,0.116333,False
lens_scene,primer_uds,393,34.402169,-5.298557,0.536509,0.082960,REX,1186.753906,0.088777,False
lens_scene,primer_uds,394,34.402629,-5.226164,0.705144,0.037124,DEV,7480.025879,0.287441,False
lens_scene,primer_uds,395,34.402912,-5.228100,0.658396,0.049835,REX,2411.292236,0.300764,False
lens_scene,primer_uds,396,34.403081,-5.301297,0.325172,0.037246,SER,7851.258301,0.268781,False
lens_scene,primer_uds,397,34.403781,-5.232243,0.694534,0.090672,REX,720.828064,0.239935,False
lens_scene,primer_uds,398,34.404397,-5.207398,0.552275,0.046292,REX,2420.235352,0.291353,False
lens_scene,primer_uds,399,34.404817,-5.224858,0.697465,0.047894,SER,10175.075195,0.223833,False
lens_scene,primer_uds,400,34.404957,-5.301582,0.293166,0.051242,SER,227.543564,0.095813,False
lens_scene,primer_uds,401,34.405105,-5.228421,0.700829,0.074774,REX,786.053528,0.215284,False
lens_scene,primer_uds,402,34.405550,-5.278455,0.606019,0.097733,REX,490.238190,0.133375,False
lens_scene,primer_uds,403,34.406253,-5.241956,0.648703,0.020688,SER,6679.867188,0.225361,False
lens_scene,primer_uds,404,34.406254,-5.284816,0.574889,0.093833,REX,2686.083984,0.269104,False
lens_scene,primer_uds,405,34.407532,-5.227765,0.615453,0.075019,EXP,1055.898071,0.108862,False
lens_scene,primer_uds,406,34.407622,-5.239788,0.719580,0.047627,DEV,4231.839844,0.223587,False
lens_scene,primer_uds,407,34.407775,-5.242165,0.672425,0.054937,REX,2384.875488,0.313542,False
lens_scene,primer_uds,408,34.408417,-5.219396,0.637346,0.046825,DEV,5597.614746,0.265286,False
lens_scene,primer_uds,409,34.408984,-5.254348,0.765361,0.098855,REX,1185.497803,0.234571,False
lens_scene,primer_uds,410,34.409084,-5.221935,0.669810,0.031305,REX,6264.321777,0.208957,False
lens_scene,primer_uds,411,34.409118,-5.309485,0.608348,0.031514,DEV,9564.536133,0.275481,False
lens_scene,primer_uds,412,34.409838,-5.219445,0.672759,0.052853,EXP,2449.268311,0.270579,False
lens_scene,primer_uds,413,34.410456,-5.222410,0.599398,0.081251,REX,454.569733,0.128891,False
lens_scene,primer_uds,414,34.410881,-5.229478,0.701723,0.056926,REX,5808.939453,0.320122,False
lens_scene,primer_uds,415,34.411241,-5.264705,0.632675,0.041158,EXP,7856.676270,0.258848,False
lens_scene,primer_uds,416,34.411349,-5.217025,0.718775,0.049227,REX,3480.924072,0.248720,False
lens_scene,primer_uds,417,34.411850,-5.251415,0.678348,0.099645,REX,1501.456421,0.343223,False
lens_scene,primer_uds,418,34.412187,-5.226869,0.653352,0.063035,DEV,1540.526123,0.248558,False
lens_scene,primer_uds,419,34.412389,-5.218079,0.665777,0.026291,REX,6109.340332,0.227178,False
lens_scene,primer_uds,420,34.414034,-5.225757,0.767519,0.069471,EXP,1711.789795,0.027106,False
lens_scene,primer_uds,421,34.414354,-5.226708,0.681536,0.047461,REX,4254.406738,0.306190,False
lens_scene,primer_uds,422,34.415368,-5.228341,0.732958,0.082543,REX,1583.124146,0.261292,False
lens_scene,primer_uds,423,34.415701,-5.136526,0.483097,0.073054,DEV,100.756500,0.122307,False
lens_scene,primer_uds,424,34.417037,-5.249146,0.665352,0.024613,SER,4920.472168,0.148947,False
lens_scene,primer_uds,425,34.418625,-5.237234,0.594971,0.036618,REX,4174.071777,0.199909,False
lens_scene,primer_uds,426,34.418992,-5.269181,0.871426,0.071611,EXP,729.649658,0.094963,False
lens_scene,primer_uds,427,34.420369,-5.134059,0.477184,0.087007,EXP,437.662537,0.149516,False
lens_scene,primer_uds,428,34.421368,-5.225217,0.981879,0.081129,REX,5360.301270,0.347215,False
lens_scene,primer_uds,429,34.421432,-5.136637,0.899069,0.091688,REX,1870.586792,0.152697,False
lens_scene,primer_uds,430,34.421460,-5.208490,0.556179,0.082473,REX,172.636902,0.075733,False
lens_scene,primer_uds,431,34.421873,-5.274830,0.876785,0.087653,DEV,3465.387207,0.222011,False
lens_scene,primer_uds,432,34.422087,-5.249362,0.484130,0.070743,REX,147.714432,0.135724,False
lens_scene,primer_uds,433,34.422659,-5.210243,0.467724,0.061339,REX,820.208496,0.147886,False
lens_scene,primer_uds,434,34.424252,-5.132613,0.868661,0.098075,EXP,710.790283,0.124462,False
lens_scene,primer_uds,435,34.424299,-5.240060,0.661372,0.054940,REX,2564.621582,0.251094,False
lens_scene,primer_uds,436,34.424923,-5.299293,0.488476,0.023962,SER,7538.683594,0.229888,False
lens_scene,primer_uds,437,34.425557,-5.232239,0.625979,0.082495,EXP,1206.385254,0.153652,False
lens_scene,primer_uds,438,34.425558,-5.129627,0.504948,0.097599,REX,441.193420,0.281768,False
lens_scene,primer_uds,439,34.426096,-5.298735,0.411218,0.068274,REX,1053.816040,0.289741,False
lens_scene,primer_uds,440,34.427047,-5.214748,0.494862,0.061210,REX,353.203278,0.084740,False
lens_scene,primer_uds,441,34.428501,-5.153095,0.654882,0.058772,REX,811.045227,0.201202,False
lens_scene,primer_uds,442,34.430489,-5.234523,0.566297,0.058564,SER,886.041138,0.106875,False
lens_scene,primer_uds,443,34.430598,-5.225133,0.690017,0.025673,REX,5957.104004,0.232808,False
lens_scene,primer_uds,444,34.430631,-5.169486,0.316332,0.035601,SER,2136.956787,0.130826,False
lens_scene,primer_uds,445,34.430810,-5.209127,0.643970,0.029280,REX,1330.474243,0.090180,False
lens_scene,primer_uds,446,34.431306,-5.158921,0.576271,0.073145,EXP,406.758972,0.116620,False
lens_scene,primer_uds,447,34.432446,-5.230014,0.693260,0.030986,REX,4551.175293,0.265880,False
lens_scene,primer_uds,448,34.432483,-5.295651,0.019487,0.012002,SER,2735.347168,0.082643,False
lens_scene,primer_uds,449,34.432615,-5.297672,0.030340,0.007055,SER,5049.928223,0.051251,False
lens_scene,primer_uds,450,34.433654,-5.155334,0.508703,0.086479,REX,577.390198,0.252567,False
lens_scene,primer_uds,451,34.435195,-5.202529,0.778113,0.063815,REX,5949.586914,0.325858,False
lens_scene,primer_uds,452,34.435534,-5.152804,0.788161,0.047519,SER,4855.222168,0.257383,False
lens_scene,primer_uds,453,34.435697,-5.256182,0.474279,0.018430,SER,11316.949219,0.184020,False
lens_scene,primer_uds,454,34.435774,-5.231630,0.936605,0.070789,EXP,1348.525757,0.137307,False
lens_scene,primer_uds,455,34.436031,-5.170033,0.345297,0.071511,EXP,280.961304,0.139668,False
lens_scene,primer_uds,456,34.436097,-5.235170,0.479601,0.073354,DEV,147.057358,0.114171,False
lens_scene,primer_uds,457,34.436965,-5.205577,0.818191,0.059258,SER,1600.413330,0.137557,False
lens_scene,primer_uds,458,34.437744,-5.290874,0.818823,0.057801,REX,530.342468,0.062512,False
lens_scene,primer_uds,459,34.438402,-5.171489,0.374179,0.070749,EXP,730.486328,0.078456,False
lens_scene,primer_uds,460,34.438529,-5.219916,0.393645,0.089629,DEV,2131.789795,0.259469,False
lens_scene,primer_uds,461,34.438661,-5.283382,0.873692,0.062322,SER,662.752991,0.056814,False
lens_scene,primer_uds,462,34.438877,-5.263598,0.732964,0.060340,DEV,3013.713623,0.158337,False
lens_scene,primer_uds,463,34.439143,-5.237802,0.524566,0.074345,EXP,488.297668,0.111568,False
lens_scene,primer_uds,464,34.439565,-5.228315,0.219065,0.016685,SER,9340.849609,0.243037,False
lens_scene,primer_uds,465,34.439684,-5.217626,0.711766,0.069417,EXP,1999.203979,0.193262,False
lens_scene,primer_uds,466,34.439817,-5.168566,0.488968,0.034267,REX,2152.107178,0.275861,False
lens_scene,primer_uds,467,34.440114,-5.260597,0.494635,0.087308,EXP,339.719696,0.147447,False
lens_scene,primer_uds,468,34.440292,-5.304006,0.443277,0.091205,REX,194.927017,0.181429,False
lens_scene,primer_uds,469,34.440521,-5.224312,0.796785,0.060425,EXP,4603.416992,0.176160,False
lens_scene,primer_uds,470,34.441133,-5.217999,0.495105,0.079093,REX,194.086029,0.102053,False
lens_scene,primer_uds,471,34.441690,-5.292518,0.987095,0.093510,EXP,147.237488,0.093607,False
lens_scene,primer_uds,472,34.441700,-5.225746,0.441128,0.091909,EXP,128.600327,0.094565,False
lens_scene,primer_uds,473,34.442660,-5.298505,0.726221,0.066026,EXP,2326.421875,0.180170,False
lens_scene,primer_uds,474,34.444438,-5.298960,0.145289,0.013958,SER,12408.654297,0.186809,False
lens_scene,primer_uds,475,34.444621,-5.262159,0.702680,0.091751,EXP,1569.572632,0.120809,False
lens_scene,primer_uds,476,34.444667,-5.226358,0.670860,0.035313,DEV,4505.785156,0.259376,False
lens_scene,primer_uds,477,34.445555,-5.303324,0.217593,0.038581,SER,6061.044434,0.167286,False
lens_scene,primer_uds,478,34.445852,-5.169477,0.546080,0.046583,SER,1267.209839,0.114136,False
lens_scene,primer_uds,479,34.446353,-5.149863,0.453120,0.070881,EXP,562.178528,0.162802,False
lens_scene,primer_uds,480,34.446650,-5.146202,0.464030,0.035751,REX,3387.596680,0.283152,False
lens_scene,primer_uds,481,34.447388,-5.239160,0.456620,0.074390,REX,1533.433960,0.198128,False
lens_scene,primer_uds,482,34.447495,-5.246769,0.970147,0.090108,SER,554.601990,0.110665,False
lens_scene,primer_uds,483,34.447692,-5.179205,0.474278,0.046155,EXP,4298.127441,0.191588,False
lens_scene,primer_uds,484,34.447865,-5.323041,0.850320,0.094343,REX,3183.464600,0.152043,False
lens_scene,primer_uds,485,34.449554,-5.260099,0.483597,0.037169,DEV,5906.151855,0.229808,False
lens_scene,primer_uds,486,34.449567,-5.214890,0.589319,0.086809,EXP,338.900085,0.138558,False
lens_scene,primer_uds,487,34.449829,-5.323139,0.912420,0.065635,REX,1158.075195,0.122362,False
lens_scene,primer_uds,488,34.452590,-5.155932,0.687425,0.045664,REX,3143.964111,0.240567,False
lens_scene,primer_uds,489,34.452655,-5.202217,0.728332,0.042745,REX,939.692383,0.105469,False
lens_scene,primer_uds,490,34.452935,-5.219079,0.639857,0.046763,SER,7852.154297,0.335432,False
lens_scene,primer_uds,491,34.452961,-5.226906,0.345598,0.041936,REX,1470.999390,0.199800,False
lens_scene,primer_uds,492,34.453820,-5.156181,0.694863,0.047311,REX,3702.820801,0.345253,False
lens_scene,primer_uds,493,34.453974,-5.220072,0.540664,0.081364,SER,728.115173,0.090417,False
lens_scene,primer_uds,494,34.454360,-5.230589,0.985297,0.097892,REX,423.154755,0.071061,False
lens_scene,primer_uds,495,34.454945,-5.273454,0.560323,0.067130,EXP,1157.135742,0.154448,False
lens_scene,primer_uds,496,34.455087,-5.253365,0.486376,0.070333,REX,424.911377,0.232525,False
lens_scene,primer_uds,497,34.455105,-5.210419,0.566191,0.042573,REX,2860.351807,0.205073,False
lens_scene,primer_uds,498,34.455288,-5.169715,0.667355,0.069409,EXP,582.582825,0.052377,False
lens_scene,primer_uds,499,34.455778,-5.166506,0.510891,0.055982,EXP,568.288818,0.087544,False
lens_scene,primer_uds,500,34.455865,-5.249337,0.375465,0.077892,EXP,169.334183,0.053314,False
lens_scene,primer_uds,501,34.455905,-5.261004,0.377163,0.092082,REX,3471.933594,0.141288,False
lens_scene,primer_uds,502,34.455979,-5.243743,0.750556,0.088269,EXP,2600.368652,0.211616,False
lens_scene,primer_uds,503,34.456991,-5.257792,0.550017,0.089384,EXP,140.290237,0.066527,False
lens_scene,primer_uds,504,34.457312,-5.229238,0.911714,0.085450,EXP,1668.901978,0.064361,False
lens_scene,primer_uds,505,34.457693,-5.164746,0.975707,0.098542,SER,950.523193,0.058010,False
lens_scene,primer_uds,506,34.458368,-5.267379,0.463719,0.051026,EXP,6432.049316,0.240132,False
lens_scene,primer_uds,507,34.458385,-5.288622,0.602678,0.067874,EXP,3250.294922,0.176452,False
lens_scene,primer_uds,508,34.458544,-5.234963,0.621162,0.064045,SER,1405.276611,0.115129,False
lens_scene,primer_uds,509,34.458607,-5.206909,0.613264,0.096633,EXP,473.237823,0.081721,False
lens_scene,primer_uds,510,34.459023,-5.283668,0.655805,0.085428,REX,726.641724,0.249793,False
lens_scene,primer_uds,511,34.459738,-5.259601,0.440627,0.049832,SER,2218.585449,0.147170,False
lens_scene,primer_uds,512,34.460418,-5.248754,0.636789,0.048807,EXP,3533.158203,0.278780,False
lens_scene,primer_uds,513,34.460428,-5.277292,0.499688,0.083095,REX,403.832703,0.241328,False
lens_scene,primer_uds,514,34.460777,-5.175233,0.552645,0.067552,SER,1230.934814,0.019382,False
lens_scene,primer_uds,515,34.462093,-5.174611,0.386178,0.074803,SER,1398.584595,0.061117,False
lens_scene,primer_uds,516,34.462120,-5.270958,0.413465,0.013736,DEV,8226.050781,0.216757,False
lens_scene,primer_uds,517,34.463538,-5.227973,0.573252,0.081823,REX,203.953552,0.129816,False
lens_scene,primer_uds,518,34.463968,-5.283723,0.612782,0.037101,REX,4568.819336,0.238352,False
lens_scene,primer_uds,519,34.464410,-5.237341,0.495439,0.068783,SER,958.203613,0.172294,False
lens_scene,primer_uds,520,34.465458,-5.300414,0.287928,0.033161,SER,2048.895264,0.108313,False
lens_scene,primer_uds,521,34.467298,-5.240269,0.970051,0.064138,REX,4795.416992,0.335339,False
lens_scene,primer_uds,522,34.468996,-5.254870,0.488834,0.066505,REX,204.832397,0.124248,False
lens_scene,primer_uds,523,34.470473,-5.275992,0.996419,0.084459,DEV,3752.421143,0.161894,False
lens_scene,primer_uds,524,34.471072,-5.301260,0.197268,0.037370,EXP,11997.812500,0.137362,False
lens_scene,primer_uds,525,34.474223,-5.243095,0.194567,0.018110,SER,3126.940674,0.084492,False
lens_scene,primer_uds,526,34.474493,-5.214332,0.598058,0.042164,EXP,3851.944824,0.181669,False
lens_scene,primer_uds,527,34.474831,-5.296039,0.874218,0.066910,REX,4387.831055,0.235058,False
lens_scene,primer_uds,528,34.474940,-5.234342,0.546949,0.089909,REX,324.770660,0.127212,False
lens_scene,primer_uds,529,34.475071,-5.297032,0.889141,0.081692,EXP,2935.456543,0.023328,False
lens_scene,primer_uds,530,34.475313,-5.210936,0.919478,0.075764,EXP,3414.281494,0.291631,False
lens_scene,primer_uds,531,34.475484,-5.213851,0.415649,0.034001,SER,10244.815430,0.254348,False
lens_scene,primer_uds,532,34.475674,-5.301729,0.665906,0.070273,EXP,3288.172852,0.163191,False
lens_scene,primer_uds,533,34.476581,-5.250721,0.494414,0.082627,EXP,202.473114,0.079693,False
lens_scene,primer_uds,534,34.479933,-5.236397,0.470448,0.059622,REX,5258.215332,0.279171,False
lens_scene,primer_uds,535,34.480149,-5.220599,0.411017,0.044106,SER,1190.006348,0.083787,False
lens_scene,primer_uds,536,34.480362,-5.320677,0.484133,0.059900,SER,2594.623779,0.082549,False
