jades_id,ra,dec,field,class,class_label,probability
122174,53.063473,-27.785652,goods-s,3,In-between Round Smooth,0.98960280418396
122900,53.08172,-27.784897,goods-s,3,In-between Round Smooth,0.9377262592315674
123749,53.08617,-27.783854,goods-s,3,In-between Round Smooth,0.9618557691574097
123809,53.087334,-27.783777,goods-s,3,In-between Round Smooth,0.9556059241294861
124908,53.149036,-27.782032,goods-s,4,Cigar Shaped Smooth,0.9483781456947327
127055,53.088146,-27.778994,goods-s,4,Cigar Shaped Smooth,0.9564103484153748
129908,53.063522,-27.774864,goods-s,4,Cigar Shaped Smooth,0.8650567531585693
132538,53.09585,-27.771786,goods-s,2,Round Smooth,0.9754252433776855
135470,53.1149,-27.769157,goods-s,3,In-between Round Smooth,0.9828246235847473
136296,53.059128,-27.768375,goods-s,3,In-between Round Smooth,0.8640198707580566
138489,53.060005,-27.766098,goods-s,4,Cigar Shaped Smooth,0.8555588126182556
139263,53.11565,-27.765257,goods-s,3,In-between Round Smooth,0.9782821536064148
142113,53.136395,-27.76086,goods-s,2,Round Smooth,0.9789459705352783
142114,53.111427,-27.761164,goods-s,3,In-between Round Smooth,0.8148935437202454
145737,53.114883,-27.756142,goods-s,3,In-between Round Smooth,0.9708781838417053
146353,53.117992,-27.7553,goods-s,3,In-between Round Smooth,0.8733906149864197
146360,53.11564,-27.755266,goods-s,4,Cigar Shaped Smooth,0.8655838966369629
147112,53.121532,-27.754179,goods-s,3,In-between Round Smooth,0.8961589932441711
147314,53.126877,-27.753899,goods-s,3,In-between Round Smooth,0.939483106136322
147592,53.104774,-27.753435,goods-s,3,In-between Round Smooth,0.9842031598091125
149831,53.13132,-27.749983,goods-s,4,Cigar Shaped Smooth,0.8276533484458923
151798,53.113026,-27.745642,goods-s,2,Round Smooth,0.9071010947227478
152869,53.11992,-27.74311,goods-s,2,Round Smooth,0.8906183242797852
153063,53.109055,-27.742655,goods-s,3,In-between Round Smooth,0.9427676200866699
153105,53.14181,-27.7426,goods-s,3,In-between Round Smooth,0.9113190174102783
153784,53.162285,-27.7407,goods-s,3,In-between Round Smooth,0.8919578790664673
153831,53.10923,-27.740725,goods-s,4,Cigar Shaped Smooth,0.9958545565605164
153910,53.104645,-27.740541,goods-s,2,Round Smooth,0.8380351066589355
154518,53.130566,-27.738693,goods-s,4,Cigar Shaped Smooth,0.9896173477172852
154985,53.19217,-27.737413,goods-s,3,In-between Round Smooth,0.9622504711151123
155421,53.191,-27.735561,goods-s,2,Round Smooth,0.9632853269577026
156107,53.111553,-27.732931,goods-s,3,In-between Round Smooth,0.803061306476593
156146,53.141136,-27.732738,goods-s,2,Round Smooth,0.9784383773803711
156176,53.116745,-27.732704,goods-s,4,Cigar Shaped Smooth,0.963523805141449
156253,53.1008,-27.7324,goods-s,3,In-between Round Smooth,0.988523542881012
156380,53.11639,-27.731647,goods-s,3,In-between Round Smooth,0.8570589423179626
157310,53.117138,-27.919832,goods-s,2,Round Smooth,0.987145185470581
157504,53.114887,-27.917244,goods-s,3,In-between Round Smooth,0.8638787865638733
158273,53.07285,-27.9085,goods-s,2,Round Smooth,0.8204920291900635
158382,53.037266,-27.907265,goods-s,3,In-between Round Smooth,0.972984254360199
158477,53.075172,-27.906906,goods-s,3,In-between Round Smooth,0.9634727239608765
158538,53.07153,-27.90609,goods-s,4,Cigar Shaped Smooth,0.8701770305633545
158965,53.055065,-27.904263,goods-s,3,In-between Round Smooth,0.813190758228302
159268,53.0591,-27.902933,goods-s,2,Round Smooth,0.9646985530853271
159394,53.06789,-27.902336,goods-s,3,In-between Round Smooth,0.8864216804504395
159747,53.03435,-27.901165,goods-s,3,In-between Round Smooth,0.9617353677749634
159978,53.06867,-27.900251,goods-s,2,Round Smooth,0.9718011021614075
160057,53.082623,-27.899603,goods-s,3,In-between Round Smooth,0.923882246017456
160210,53.083744,-27.899492,goods-s,2,Round Smooth,0.9271931052207947
160376,53.075497,-27.898714,goods-s,4,Cigar Shaped Smooth,0.9790710806846619
160530,53.093903,-27.898314,goods-s,2,Round Smooth,0.9515690803527832
160806,53.084583,-27.897003,goods-s,2,Round Smooth,0.933393657207489
160999,53.046604,-27.896832,goods-s,4,Cigar Shaped Smooth,0.910904586315155
162349,53.12006,-27.893364,goods-s,4,Cigar Shaped Smooth,0.9803478717803955
162519,53.09257,-27.892324,goods-s,3,In-between Round Smooth,0.8625000715255737
162537,53.05465,-27.892176,goods-s,2,Round Smooth,0.970584511756897
162704,53.118607,-27.892006,goods-s,3,In-between Round Smooth,0.9922865629196167
162783,53.08385,-27.89166,goods-s,2,Round Smooth,0.9830886125564575
163426,53.060436,-27.889992,goods-s,2,Round Smooth,0.9118908643722534
165228,53.09839,-27.885149,goods-s,2,Round Smooth,0.8547494411468506
165829,53.01466,-27.884087,goods-s,4,Cigar Shaped Smooth,0.8512086868286133
166410,53.112675,-27.882984,goods-s,4,Cigar Shaped Smooth,0.8780420422554016
167170,53.091553,-27.881376,goods-s,4,Cigar Shaped Smooth,0.8986111283302307
167673,53.075035,-27.880455,goods-s,2,Round Smooth,0.966723620891571
169112,53.072975,-27.878386,goods-s,2,Round Smooth,0.968548059463501
169883,53.016396,-27.876678,goods-s,2,Round Smooth,0.9085806012153625
170405,53.0715,-27.875628,goods-s,2,Round Smooth,0.917014479637146
170947,53.08752,-27.874453,goods-s,2,Round Smooth,0.9630577564239502
171110,53.06659,-27.874529,goods-s,2,Round Smooth,0.8515321612358093
171338,53.14866,-27.874035,goods-s,4,Cigar Shaped Smooth,0.9856284856796265
171496,53.094875,-27.873379,goods-s,3,In-between Round Smooth,0.8128600120544434
171522,53.080467,-27.872091,goods-s,2,Round Smooth,0.8515304327011108
172588,53.012608,-27.871805,goods-s,3,In-between Round Smooth,0.9316960573196411
172958,53.077763,-27.869335,goods-s,2,Round Smooth,0.8409062027931213
173129,53.151413,-27.87084,goods-s,3,In-between Round Smooth,0.9896668195724487
173211,53.16244,-27.87073,goods-s,3,In-between Round Smooth,0.9350222945213318
173387,53.109875,-27.870192,goods-s,2,Round Smooth,0.955948531627655
173904,53.009064,-27.869003,goods-s,3,In-between Round Smooth,0.928130030632019
174651,53.029255,-27.86782,goods-s,3,In-between Round Smooth,0.8974373936653137
175023,53.15777,-27.867088,goods-s,2,Round Smooth,0.907369077205658
175055,53.08014,-27.867176,goods-s,2,Round Smooth,0.993985116481781
175274,53.034977,-27.86658,goods-s,4,Cigar Shaped Smooth,0.8256897330284119
176272,53.07078,-27.864996,goods-s,2,Round Smooth,0.987032949924469
177346,53.115795,-27.863213,goods-s,3,In-between Round Smooth,0.9809935688972473
177624,53.143658,-27.862782,goods-s,3,In-between Round Smooth,0.9113817811012268
177906,53.124763,-27.860434,goods-s,3,In-between Round Smooth,0.8374849557876587
178205,53.016804,-27.861975,goods-s,3,In-between Round Smooth,0.9548712968826294
178230,53.097473,-27.861803,goods-s,2,Round Smooth,0.9907962083816528
178528,53.029137,-27.861382,goods-s,2,Round Smooth,0.9900081157684326
179536,53.089787,-27.859316,goods-s,2,Round Smooth,0.8237845301628113
181082,53.122177,-27.858334,goods-s,3,In-between Round Smooth,0.8655012249946594
183156,53.137268,-27.855753,goods-s,4,Cigar Shaped Smooth,0.9584069848060608
183259,53.112747,-27.855507,goods-s,4,Cigar Shaped Smooth,0.8846309185028076
183848,53.092915,-27.854502,goods-s,2,Round Smooth,0.9666733145713806
183996,53.035942,-27.854305,goods-s,3,In-between Round Smooth,0.8881915807723999
184571,53.13787,-27.853205,goods-s,2,Round Smooth,0.8649236559867859
184804,53.099407,-27.852962,goods-s,3,In-between Round Smooth,0.8970284461975098
185122,53.137157,-27.852236,goods-s,2,Round Smooth,0.9397798180580139
185593,53.136414,-27.850763,goods-s,2,Round Smooth,0.9312641620635986
185878,53.1254,-27.850134,goods-s,2,Round Smooth,0.9638491272926331
187565,53.13102,-27.846611,goods-s,3,In-between Round Smooth,0.9164607524871826
188404,53.100086,-27.844236,goods-s,2,Round Smooth,0.9810197949409485
188852,53.17397,-27.843388,goods-s,2,Round Smooth,0.9657427072525024
188950,53.080948,-27.8428,goods-s,3,In-between Round Smooth,0.9662836790084839
189964,53.170654,-27.840483,goods-s,3,In-between Round Smooth,0.9792899489402771
190022,53.09767,-27.840326,goods-s,4,Cigar Shaped Smooth,0.9235962629318237
190037,53.144573,-27.839756,goods-s,4,Cigar Shaped Smooth,0.8315718770027161
190136,53.145947,-27.840036,goods-s,3,In-between Round Smooth,0.890856921672821
190353,53.09647,-27.839455,goods-s,2,Round Smooth,0.9945879578590393
191390,53.109253,-27.835768,goods-s,2,Round Smooth,0.8790659308433533
191723,53.17365,-27.834745,goods-s,4,Cigar Shaped Smooth,0.9253954887390137
192173,53.077206,-27.832808,goods-s,2,Round Smooth,0.951174795627594
192246,53.04591,-27.833273,goods-s,3,In-between Round Smooth,0.9873057007789612
192316,53.16804,-27.83257,goods-s,2,Round Smooth,0.8638765811920166
192509,53.07336,-27.832449,goods-s,2,Round Smooth,0.8742589950561523
192954,53.065697,-27.830606,goods-s,3,In-between Round Smooth,0.8195792436599731
193068,53.134445,-27.830883,goods-s,2,Round Smooth,0.9539573788642883
193176,53.051304,-27.830467,goods-s,3,In-between Round Smooth,0.9223238825798035
193254,53.053265,-27.828535,goods-s,2,Round Smooth,0.8000762462615967
193281,53.071556,-27.83008,goods-s,3,In-between Round Smooth,0.9453619122505188
193351,53.13949,-27.829988,goods-s,3,In-between Round Smooth,0.876775860786438
194097,53.050514,-27.827484,goods-s,2,Round Smooth,0.9543147683143616
194373,53.14006,-27.826513,goods-s,2,Round Smooth,0.912473738193512
194520,53.165936,-27.826166,goods-s,3,In-between Round Smooth,0.9002872109413147
194529,53.065292,-27.826038,goods-s,4,Cigar Shaped Smooth,0.8664791584014893
194698,53.12795,-27.824696,goods-s,3,In-between Round Smooth,0.9441732168197632
194911,53.08865,-27.82494,goods-s,2,Round Smooth,0.8656500577926636
195069,53.0877,-27.824738,goods-s,2,Round Smooth,0.9770022034645081
195084,53.08096,-27.824583,goods-s,4,Cigar Shaped Smooth,0.8505741953849792
195484,53.071453,-27.8237,goods-s,3,In-between Round Smooth,0.931090235710144
196085,53.05702,-27.822296,goods-s,2,Round Smooth,0.9903138875961304
196264,53.121586,-27.821455,goods-s,4,Cigar Shaped Smooth,0.8343905806541443
196274,53.056408,-27.821457,goods-s,4,Cigar Shaped Smooth,0.9863090515136719
196383,53.07785,-27.821087,goods-s,4,Cigar Shaped Smooth,0.9706944227218628
196727,53.094097,-27.820114,goods-s,4,Cigar Shaped Smooth,0.9468501210212708
196776,53.07922,-27.819866,goods-s,3,In-between Round Smooth,0.8427520394325256
197541,53.190952,-27.816833,goods-s,3,In-between Round Smooth,0.9101030826568604
198472,53.075146,-27.814043,goods-s,3,In-between Round Smooth,0.9148621559143066
198590,53.173176,-27.813412,goods-s,3,In-between Round Smooth,0.9715275168418884
198710,53.168198,-27.813004,goods-s,2,Round Smooth,0.8056370615959167
198856,53.193836,-27.812937,goods-s,3,In-between Round Smooth,0.923525333404541
200047,53.131065,-27.8085,goods-s,3,In-between Round Smooth,0.808921754360199
200196,53.11869,-27.807447,goods-s,2,Round Smooth,0.9864839315414429
200361,53.19574,-27.807253,goods-s,3,In-between Round Smooth,0.8775587677955627
200658,53.185165,-27.805347,goods-s,2,Round Smooth,0.8036418557167053
200980,53.09394,-27.80492,goods-s,3,In-between Round Smooth,0.958419680595398
201598,53.08209,-27.802753,goods-s,4,Cigar Shaped Smooth,0.9673157930374146
201655,53.09013,-27.802523,goods-s,3,In-between Round Smooth,0.952042818069458
202026,53.126938,-27.800917,goods-s,3,In-between Round Smooth,0.8905500769615173
202152,53.148983,-27.799759,goods-s,2,Round Smooth,0.878858208656311
202206,53.163433,-27.799618,goods-s,2,Round Smooth,0.8659892678260803
202270,53.085396,-27.800196,goods-s,2,Round Smooth,0.9457993507385254
202327,53.168182,-27.799911,goods-s,4,Cigar Shaped Smooth,0.9785930514335632
202519,53.157295,-27.798527,goods-s,3,In-between Round Smooth,0.8162927031517029
202824,53.18775,-27.798122,goods-s,4,Cigar Shaped Smooth,0.9869111180305481
202891,53.168427,-27.797945,goods-s,3,In-between Round Smooth,0.9446815252304077
203266,53.07653,-27.796682,goods-s,4,Cigar Shaped Smooth,0.9690003991127014
204000,53.19388,-27.793364,goods-s,3,In-between Round Smooth,0.9636488556861877
204121,53.161274,-27.792944,goods-s,3,In-between Round Smooth,0.9163591861724854
204437,53.167347,-27.791935,goods-s,2,Round Smooth,0.9935792088508606
204932,53.14435,-27.789207,goods-s,3,In-between Round Smooth,0.856765627861023
205337,53.14719,-27.788544,goods-s,3,In-between Round Smooth,0.9614619612693787
205566,53.206608,-27.787525,goods-s,3,In-between Round Smooth,0.9480496048927307
205597,53.148,-27.787764,goods-s,3,In-between Round Smooth,0.8381994366645813
205644,53.06592,-27.787182,goods-s,2,Round Smooth,0.8768796920776367
205652,53.103783,-27.787588,goods-s,2,Round Smooth,0.9330291748046875
205949,53.121754,-27.785513,goods-s,2,Round Smooth,0.9045154452323914
205979,53.123688,-27.786266,goods-s,3,In-between Round Smooth,0.8596273064613342
207811,53.197018,-27.78067,goods-s,3,In-between Round Smooth,0.8485714793205261
207928,53.07168,-27.7804,goods-s,2,Round Smooth,0.8237481713294983
208593,53.185116,-27.778368,goods-s,2,Round Smooth,0.9404085874557495
208978,53.205063,-27.776934,goods-s,2,Round Smooth,0.9692845940589905
209336,53.203903,-27.774862,goods-s,2,Round Smooth,0.9162038564682007
209338,53.202682,-27.774017,goods-s,2,Round Smooth,0.930523157119751
209759,53.206432,-27.774181,goods-s,3,In-between Round Smooth,0.9759362936019897
209826,53.191486,-27.773935,goods-s,4,Cigar Shaped Smooth,0.930342972278595
210016,53.10165,-27.77349,goods-s,2,Round Smooth,0.9834030866622925
210227,53.18782,-27.77269,goods-s,3,In-between Round Smooth,0.9654299020767212
210517,53.10422,-27.77211,goods-s,4,Cigar Shaped Smooth,0.8125963807106018
210715,53.141308,-27.771484,goods-s,4,Cigar Shaped Smooth,0.9876353144645691
211158,53.172115,-27.770454,goods-s,4,Cigar Shaped Smooth,0.9562538266181946
211198,53.15596,-27.770155,goods-s,3,In-between Round Smooth,0.9451823830604553
211383,53.184944,-27.769842,goods-s,4,Cigar Shaped Smooth,0.9012174010276794
211917,53.105034,-27.768652,goods-s,3,In-between Round Smooth,0.9509312510490417
213092,53.220222,-27.764755,goods-s,2,Round Smooth,0.9760563969612122
213236,53.10947,-27.764168,goods-s,2,Round Smooth,0.8720110058784485
214063,53.202778,-27.760735,goods-s,3,In-between Round Smooth,0.8166643977165222
214123,53.206238,-27.759577,goods-s,3,In-between Round Smooth,0.8963116407394409
214361,53.19212,-27.759327,goods-s,3,In-between Round Smooth,0.9640820622444153
214433,53.203514,-27.75883,goods-s,3,In-between Round Smooth,0.8374630808830261
214780,53.156242,-27.757467,goods-s,3,In-between Round Smooth,0.9736921191215515
215447,53.157887,-27.75529,goods-s,3,In-between Round Smooth,0.8857129216194153
215697,53.129093,-27.754623,goods-s,3,In-between Round Smooth,0.854428768157959
216241,53.121857,-27.752771,goods-s,2,Round Smooth,0.9898049235343933
216281,53.216022,-27.752518,goods-s,2,Round Smooth,0.8945316672325134
217179,53.183907,-27.748291,goods-s,4,Cigar Shaped Smooth,0.9366413354873657
217401,53.17076,-27.74735,goods-s,4,Cigar Shaped Smooth,0.9682161211967468
218228,53.16972,-27.742199,goods-s,4,Cigar Shaped Smooth,0.9728659391403198
218761,53.166847,-27.738598,goods-s,2,Round Smooth,0.9605688452720642
218780,53.178616,-27.7393,goods-s,3,In-between Round Smooth,0.923242449760437
219299,53.186665,-27.735163,goods-s,2,Round Smooth,0.8895947337150574
219520,53.154514,-27.734028,goods-s,3,In-between Round Smooth,0.8444327712059021
219709,53.097435,-27.73256,goods-s,3,In-between Round Smooth,0.9911529421806335
219738,53.196514,-27.73227,goods-s,3,In-between Round Smooth,0.9889231324195862
224866,53.17537,-27.852682,goods-s,3,In-between Round Smooth,0.8007852435112
224878,53.17357,-27.85248,goods-s,3,In-between Round Smooth,0.9030566215515137
225472,53.165314,-27.846722,goods-s,3,In-between Round Smooth,0.9868868589401245
225672,53.179684,-27.84394,goods-s,3,In-between Round Smooth,0.8602150678634644
225804,53.17644,-27.842598,goods-s,4,Cigar Shaped Smooth,0.8457240462303162
226349,53.184574,-27.836096,goods-s,2,Round Smooth,0.8931107521057129
226434,53.18916,-27.83519,goods-s,3,In-between Round Smooth,0.9873881340026855
226499,53.181698,-27.834455,goods-s,3,In-between Round Smooth,0.9943302273750305
226672,53.185635,-27.832577,goods-s,2,Round Smooth,0.981953501701355
226780,53.19093,-27.831097,goods-s,3,In-between Round Smooth,0.9895539879798889
226901,53.186142,-27.829731,goods-s,3,In-between Round Smooth,0.952447235584259
233732,53.09393,-27.751377,goods-s,3,In-between Round Smooth,0.9322425723075867
235018,53.060905,-27.744553,goods-s,2,Round Smooth,0.9768044948577881
236393,53.06012,-27.737835,goods-s,3,In-between Round Smooth,0.8440877795219421
236661,53.05956,-27.736158,goods-s,4,Cigar Shaped Smooth,0.9856801629066467
236917,53.060318,-27.734924,goods-s,3,In-between Round Smooth,0.9877557158470154
237037,53.061657,-27.734112,goods-s,3,In-between Round Smooth,0.9461463093757629
238515,53.046715,-27.717823,goods-s,3,In-between Round Smooth,0.9837408661842346
238975,53.067703,-27.713951,goods-s,4,Cigar Shaped Smooth,0.974550724029541
240513,53.05319,-27.704351,goods-s,3,In-between Round Smooth,0.9470964074134827
241198,53.069412,-27.700771,goods-s,4,Cigar Shaped Smooth,0.8952580094337463
241615,53.06727,-27.69854,goods-s,2,Round Smooth,0.9442542791366577
244068,53.18797,-27.842443,goods-s,2,Round Smooth,0.9658380150794983
244073,53.18965,-27.842003,goods-s,3,In-between Round Smooth,0.9528624415397644
244396,53.10392,-27.804144,goods-s,2,Round Smooth,0.971514880657196
244747,53.08401,-27.76208,goods-s,2,Round Smooth,0.892630934715271
244827,53.076855,-27.76026,goods-s,2,Round Smooth,0.8986403942108154
244874,53.074566,-27.760162,goods-s,4,Cigar Shaped Smooth,0.9670941829681396
245082,53.094666,-27.754698,goods-s,3,In-between Round Smooth,0.9767596125602722
245306,53.076515,-27.751259,goods-s,2,Round Smooth,0.8368780016899109
245534,53.086143,-27.746315,goods-s,2,Round Smooth,0.8278915286064148
245747,53.072895,-27.74362,goods-s,2,Round Smooth,0.9885340332984924
245785,53.088543,-27.74189,goods-s,3,In-between Round Smooth,0.9125027060508728
245898,53.075325,-27.742708,goods-s,2,Round Smooth,0.8746916055679321
246067,53.067516,-27.739841,goods-s,2,Round Smooth,0.9515388607978821
246136,53.075893,-27.739552,goods-s,4,Cigar Shaped Smooth,0.9217033982276917
246625,53.143116,-27.730665,goods-s,2,Round Smooth,0.9721997380256653
246892,53.058517,-27.72318,goods-s,2,Round Smooth,0.811671793460846
247035,53.043316,-27.716978,goods-s,2,Round Smooth,0.9370326995849609
247260,53.06103,-27.715689,goods-s,2,Round Smooth,0.9911801218986511
247290,53.04048,-27.71345,goods-s,2,Round Smooth,0.979204535484314
247309,53.03996,-27.711714,goods-s,3,In-between Round Smooth,0.962978184223175
247374,53.04518,-27.714445,goods-s,4,Cigar Shaped Smooth,0.940446674823761
247456,53.07735,-27.71323,goods-s,3,In-between Round Smooth,0.8018937110900879
247602,53.061707,-27.711773,goods-s,2,Round Smooth,0.9655190110206604
248063,53.036076,-27.704153,goods-s,2,Round Smooth,0.84394770860672
248147,53.081196,-27.704763,goods-s,2,Round Smooth,0.8611548542976379
248397,53.076187,-27.70124,goods-s,3,In-between Round Smooth,0.8312553763389587
248564,53.0314,-27.699257,goods-s,2,Round Smooth,0.9844498634338379
248617,53.034485,-27.698301,goods-s,2,Round Smooth,0.8474742770195007
249252,53.065166,-27.689943,goods-s,3,In-between Round Smooth,0.8170601725578308
282404,53.095562,-27.909584,goods-s,2,Round Smooth,0.9365189671516418
298488,53.20381,-27.818165,goods-s,3,In-between Round Smooth,0.8469936847686768
298490,53.200565,-27.812553,goods-s,2,Round Smooth,0.959699809551239
298506,53.103554,-27.934542,goods-s,2,Round Smooth,0.9913452863693237
298540,53.136898,-27.884174,goods-s,2,Round Smooth,0.8706998825073242
298551,53.198833,-27.813131,goods-s,4,Cigar Shaped Smooth,0.8813575506210327
298555,53.199688,-27.810497,goods-s,2,Round Smooth,0.8017515540122986
299879,53.07281,-27.91443,goods-s,2,Round Smooth,0.9196123480796814
300058,53.08133,-27.912066,goods-s,3,In-between Round Smooth,0.9176876544952393
300844,53.136562,-27.893265,goods-s,3,In-between Round Smooth,0.9311304688453674
301445,53.132534,-27.883965,goods-s,2,Round Smooth,0.9139607548713684
301634,53.13888,-27.881605,goods-s,3,In-between Round Smooth,0.9126729965209961
307060,53.219055,-27.810797,goods-s,3,In-between Round Smooth,0.9304836392402649
307599,53.200947,-27.807615,goods-s,3,In-between Round Smooth,0.8357613682746887
308200,53.213398,-27.804426,goods-s,2,Round Smooth,0.9467464089393616
309263,53.22559,-27.799221,goods-s,4,Cigar Shaped Smooth,0.8625893592834473
309480,53.2037,-27.79811,goods-s,3,In-between Round Smooth,0.9860425591468811
310158,53.21031,-27.794697,goods-s,4,Cigar Shaped Smooth,0.9762623906135559
310617,53.208744,-27.792484,goods-s,4,Cigar Shaped Smooth,0.9887802004814148
311041,53.212456,-27.790579,goods-s,3,In-between Round Smooth,0.8755563497543335
335615,53.088238,-27.743244,goods-s,2,Round Smooth,0.8587788343429565
342474,53.038128,-27.9282,goods-s,2,Round Smooth,0.8708412647247314
342495,53.04433,-27.917385,goods-s,2,Round Smooth,0.890741765499115
342502,53.02463,-27.913853,goods-s,2,Round Smooth,0.9682578444480896
342509,53.04748,-27.933912,goods-s,2,Round Smooth,0.9880257844924927
342519,53.036537,-27.925798,goods-s,3,In-between Round Smooth,0.872763454914093
342520,53.046486,-27.925526,goods-s,4,Cigar Shaped Smooth,0.8505840301513672
342552,53.056553,-27.915403,goods-s,3,In-between Round Smooth,0.950639009475708
344027,53.03868,-27.919363,goods-s,3,In-between Round Smooth,0.9921318292617798
344347,53.063282,-27.916922,goods-s,4,Cigar Shaped Smooth,0.9250679612159729
345369,53.02792,-27.909286,goods-s,3,In-between Round Smooth,0.9514341950416565
376216,53.051666,-27.924164,goods-s,2,Round Smooth,0.8198304176330566
379306,53.155468,-27.791565,goods-s,2,Round Smooth,0.8970990180969238
390073,53.094894,-27.969692,goods-s,3,In-between Round Smooth,0.8225430250167847
390392,53.172894,-27.947737,goods-s,4,Cigar Shaped Smooth,0.9648334980010986
391821,52.98221,-27.861437,goods-s,3,In-between Round Smooth,0.8650898337364197
391822,52.972664,-27.85697,goods-s,4,Cigar Shaped Smooth,0.9264358282089233
392096,53.310215,-27.883736,goods-s,3,In-between Round Smooth,0.9693911075592041
392097,53.315186,-27.896606,goods-s,4,Cigar Shaped Smooth,0.980212926864624
392566,53.265583,-27.86737,goods-s,3,In-between Round Smooth,0.9764593243598938
392959,52.927624,-27.804903,goods-s,3,In-between Round Smooth,0.9199272394180298
393705,53.242577,-27.837128,goods-s,3,In-between Round Smooth,0.9462868571281433
394019,53.13278,-27.783216,goods-s,2,Round Smooth,0.8188844919204712
394928,53.03716,-27.740292,goods-s,2,Round Smooth,0.8436285853385925
395977,53.2852,-27.858768,goods-s,4,Cigar Shaped Smooth,0.8241478800773621
396174,53.038033,-27.79353,goods-s,4,Cigar Shaped Smooth,0.9796450138092041
396336,52.958054,-27.828129,goods-s,2,Round Smooth,0.9380732178688049
396341,52.955814,-27.830307,goods-s,3,In-between Round Smooth,0.9935110807418823
396391,53.27245,-27.87069,goods-s,2,Round Smooth,0.8997741341590881
396502,52.948685,-27.785769,goods-s,2,Round Smooth,0.9614977240562439
396568,53.141182,-27.721947,goods-s,3,In-between Round Smooth,0.9833645820617676
396587,52.992424,-27.751257,goods-s,3,In-between Round Smooth,0.8604850769042969
396723,53.231503,-27.832424,goods-s,3,In-between Round Smooth,0.8604915142059326
396803,53.029182,-27.839476,goods-s,2,Round Smooth,0.9003088474273682
397212,53.2987,-27.857822,goods-s,2,Round Smooth,0.9201833009719849
397666,53.24904,-27.860056,goods-s,3,In-between Round Smooth,0.9334137439727783
397894,53.005825,-27.779078,goods-s,2,Round Smooth,0.9229475855827332
398458,53.073143,-27.988636,goods-s,3,In-between Round Smooth,0.9386124014854431
398636,52.957855,-27.810808,goods-s,2,Round Smooth,0.8761169910430908
398898,53.238667,-27.851776,goods-s,2,Round Smooth,0.985251784324646
399104,53.247417,-27.819109,goods-s,3,In-between Round Smooth,0.9607258439064026
399480,53.03349,-27.832314,goods-s,4,Cigar Shaped Smooth,0.9920908808708191
399535,53.011665,-27.842953,goods-s,2,Round Smooth,0.9470705389976501
399538,53.011093,-27.843775,goods-s,4,Cigar Shaped Smooth,0.968211829662323
399764,53.05504,-27.711678,goods-s,2,Round Smooth,0.8999239802360535
399862,53.154858,-27.69127,goods-s,3,In-between Round Smooth,0.8688335418701172
399898,52.946636,-27.818415,goods-s,2,Round Smooth,0.8727809190750122
399901,52.946136,-27.817099,goods-s,3,In-between Round Smooth,0.8759487867355347
399956,53.301865,-27.880161,goods-s,3,In-between Round Smooth,0.9937455058097839
400003,52.93312,-27.833502,goods-s,4,Cigar Shaped Smooth,0.9821996092796326
400089,53.04406,-27.990036,goods-s,3,In-between Round Smooth,0.9835670590400696
400143,53.038418,-27.928577,goods-s,2,Round Smooth,0.8463860154151917
400803,52.96424,-27.825424,goods-s,2,Round Smooth,0.9017543792724609
400848,53.010185,-27.766335,goods-s,2,Round Smooth,0.888378381729126
400911,53.050854,-27.758423,goods-s,2,Round Smooth,0.9040219783782959
400915,53.050194,-27.759302,goods-s,3,In-between Round Smooth,0.8472288846969604
401160,53.0073,-27.890018,goods-s,3,In-between Round Smooth,0.9665026664733887
401472,52.969254,-27.781128,goods-s,2,Round Smooth,0.9403402209281921
401477,52.96974,-27.783995,goods-s,4,Cigar Shaped Smooth,0.9589700102806091
401524,53.062862,-27.72655,goods-s,2,Round Smooth,0.8809838891029358
401618,52.960117,-27.840466,goods-s,3,In-between Round Smooth,0.9646939635276794
401693,52.924488,-27.812376,goods-s,4,Cigar Shaped Smooth,0.9362475275993347
402119,52.946823,-27.848661,goods-s,4,Cigar Shaped Smooth,0.9815337657928467
402166,53.262123,-27.864262,goods-s,3,In-between Round Smooth,0.8019939064979553
402232,53.01903,-28.007856,goods-s,2,Round Smooth,0.8917440176010132
402566,52.97849,-27.841368,goods-s,2,Round Smooth,0.9857409596443176
402656,53.009365,-27.764894,goods-s,2,Round Smooth,0.8093433380126953
403329,53.03127,-28.0005,goods-s,4,Cigar Shaped Smooth,0.9139707088470459
404495,53.00568,-27.761305,goods-s,2,Round Smooth,0.9278063178062439
404612,53.28327,-27.85282,goods-s,2,Round Smooth,0.89103764295578
404775,53.046906,-27.738756,goods-s,2,Round Smooth,0.8003894686698914
404890,53.145954,-27.901506,goods-s,2,Round Smooth,0.8774465322494507
404929,53.132996,-27.957153,goods-s,4,Cigar Shaped Smooth,0.9892703890800476
405505,53.150642,-27.902508,goods-s,3,In-between Round Smooth,0.8877149820327759
405783,53.256207,-27.809408,goods-s,4,Cigar Shaped Smooth,0.9775063991546631
405909,53.245872,-27.861155,goods-s,2,Round Smooth,0.9072384834289551
406001,53.06352,-28.007862,goods-s,2,Round Smooth,0.9350825548171997
406395,52.947582,-27.821321,goods-s,2,Round Smooth,0.8977693915367126
406485,53.247524,-27.801682,goods-s,2,Round Smooth,0.9500249028205872
406524,53.253654,-27.849493,goods-s,4,Cigar Shaped Smooth,0.9419129490852356
407296,52.99301,-27.843935,goods-s,4,Cigar Shaped Smooth,0.8395060896873474
