jades_id,ra,dec,field,class,class_label,probability
1077407,189.19772,62.19747,goods-n,4,Cigar Shaped Smooth,0.873226523399353
1077999,189.1915,62.200394,goods-n,4,Cigar Shaped Smooth,0.9953599572181702
1078373,189.16672,62.202053,goods-n,2,Round Smooth,0.9704625606536865
1078400,189.20546,62.20203,goods-n,4,Cigar Shaped Smooth,0.8200329542160034
1078743,189.25404,62.20466,goods-n,2,Round Smooth,0.9566994905471802
1079188,189.24434,62.206047,goods-n,3,In-between Round Smooth,0.981656551361084
1079678,189.25232,62.20963,goods-n,2,Round Smooth,0.9634677767753601
1079723,189.16661,62.209362,goods-n,4,Cigar Shaped Smooth,0.9452477097511292
1080325,189.16245,62.21253,goods-n,4,Cigar Shaped Smooth,0.9766488671302795
1080438,189.28513,62.213367,goods-n,4,Cigar Shaped Smooth,0.8870623111724854
1080467,189.14693,62.21318,goods-n,3,In-between Round Smooth,0.805810272693634
1080488,189.31,62.2132,goods-n,2,Round Smooth,0.9868403673171997
1080539,189.20613,62.21354,goods-n,2,Round Smooth,0.9338841438293457
1080572,189.15558,62.214577,goods-n,2,Round Smooth,0.8931475281715393
1080580,189.15497,62.21553,goods-n,2,Round Smooth,0.9300541281700134
1080801,189.29778,62.21497,goods-n,2,Round Smooth,0.9642312526702881
1080927,189.23714,62.21713,goods-n,2,Round Smooth,0.9066434502601624
1081124,189.29901,62.2168,goods-n,2,Round Smooth,0.9435677528381348
1081309,189.20193,62.221294,goods-n,3,In-between Round Smooth,0.8455942869186401
1081331,189.23839,62.218803,goods-n,2,Round Smooth,0.8672365546226501
1081356,189.23103,62.21979,goods-n,2,Round Smooth,0.8832558989524841
1081430,189.2043,62.21937,goods-n,3,In-between Round Smooth,0.9422646164894104
1081460,189.20569,62.219795,goods-n,2,Round Smooth,0.8046642541885376
1081698,189.22566,62.221233,goods-n,4,Cigar Shaped Smooth,0.9570867419242859
1081747,189.29326,62.222137,goods-n,2,Round Smooth,0.9279593229293823
1081749,189.17656,62.222034,goods-n,3,In-between Round Smooth,0.9338027834892273
1081849,189.29993,62.22382,goods-n,2,Round Smooth,0.9255872964859009
1082117,189.21652,62.225624,goods-n,2,Round Smooth,0.9552435874938965
1082274,189.236,62.227753,goods-n,4,Cigar Shaped Smooth,0.9901119470596313
1082662,189.28098,62.23241,goods-n,3,In-between Round Smooth,0.9501658082008362
1083006,189.26929,62.237797,goods-n,4,Cigar Shaped Smooth,0.9781070947647095
1083016,189.24176,62.238285,goods-n,2,Round Smooth,0.935319185256958
1083140,189.27525,62.24118,goods-n,2,Round Smooth,0.9875332117080688
1086374,189.3401,62.22707,goods-n,3,In-between Round Smooth,0.9490788578987122
1086485,189.32841,62.230797,goods-n,4,Cigar Shaped Smooth,0.9923630952835083
1086916,189.37833,62.23937,goods-n,2,Round Smooth,0.990324079990387
1087012,189.34402,62.241356,goods-n,3,In-between Round Smooth,0.8296358585357666
1087056,189.30249,62.2421,goods-n,3,In-between Round Smooth,0.9814323782920837
1087065,189.33809,62.242294,goods-n,4,Cigar Shaped Smooth,0.8209031820297241
1087095,189.3256,62.24261,goods-n,3,In-between Round Smooth,0.8901294469833374
1087287,189.33167,62.24579,goods-n,3,In-between Round Smooth,0.9645523428916931
1087460,189.32167,62.248363,goods-n,2,Round Smooth,0.9922913908958435
1087464,189.34293,62.248318,goods-n,4,Cigar Shaped Smooth,0.818096399307251
1087796,189.32552,62.25225,goods-n,3,In-between Round Smooth,0.9303159713745117
1087973,189.36009,62.25414,goods-n,3,In-between Round Smooth,0.9218723177909851
1088172,189.3469,62.256214,goods-n,2,Round Smooth,0.9470287561416626
1088344,189.33342,62.258057,goods-n,3,In-between Round Smooth,0.9850858449935913
1088904,189.34735,62.264393,goods-n,2,Round Smooth,0.945543110370636
1089353,189.32803,62.26973,goods-n,3,In-between Round Smooth,0.8946092128753662
1089487,189.3248,62.271267,goods-n,3,In-between Round Smooth,0.9824737310409546
1089547,189.32663,62.27198,goods-n,3,In-between Round Smooth,0.8934425115585327
1090067,189.18073,62.278378,goods-n,4,Cigar Shaped Smooth,0.9820464253425598
1090085,189.23505,62.27854,goods-n,2,Round Smooth,0.9849583506584167
1090195,189.18636,62.279938,goods-n,4,Cigar Shaped Smooth,0.9735420942306519
1090204,189.2232,62.280037,goods-n,4,Cigar Shaped Smooth,0.9276694059371948
1090219,189.30391,62.28027,goods-n,3,In-between Round Smooth,0.992041289806366
1090317,189.30473,62.28178,goods-n,3,In-between Round Smooth,0.9677503705024719
1090512,189.31476,62.284992,goods-n,4,Cigar Shaped Smooth,0.9932522177696228
1090545,189.23463,62.285534,goods-n,4,Cigar Shaped Smooth,0.9398878812789917
1090611,189.21198,62.2868,goods-n,2,Round Smooth,0.9791115522384644
1090900,189.21266,62.292114,goods-n,2,Round Smooth,0.9763379096984863
1090922,189.21445,62.292553,goods-n,3,In-between Round Smooth,0.9522185325622559
1091141,189.26184,62.298603,goods-n,3,In-between Round Smooth,0.918004035949707
1091146,189.23442,62.298763,goods-n,3,In-between Round Smooth,0.9611173868179321
1091228,189.22632,62.30101,goods-n,4,Cigar Shaped Smooth,0.9867568612098694
1091351,189.24863,62.304077,goods-n,2,Round Smooth,0.9700347185134888
1091362,189.26428,62.304325,goods-n,3,In-between Round Smooth,0.9698354005813599
1091477,189.26917,62.307224,goods-n,3,In-between Round Smooth,0.9622350335121155
1091602,189.23344,62.311005,goods-n,2,Round Smooth,0.8106631636619568
1091697,189.22418,62.31334,goods-n,3,In-between Round Smooth,0.9347871541976929
1091732,189.21915,62.3144,goods-n,3,In-between Round Smooth,0.9594208598136902
1091733,189.21658,62.31439,goods-n,3,In-between Round Smooth,0.9903759360313416
1092008,189.23102,62.32457,goods-n,2,Round Smooth,0.9101307988166809
1093264,189.34636,62.231583,goods-n,2,Round Smooth,0.9656628966331482
1093299,189.36029,62.232864,goods-n,3,In-between Round Smooth,0.8207246661186218
1093406,189.34912,62.238033,goods-n,2,Round Smooth,0.8904847502708435
1093552,189.37354,62.24251,goods-n,2,Round Smooth,0.8991521000862122
1093632,189.36813,62.24733,goods-n,2,Round Smooth,0.9644092917442322
1093928,189.34042,62.2526,goods-n,2,Round Smooth,0.9265190362930298
1094139,189.33832,62.256565,goods-n,2,Round Smooth,0.8112193942070007
1094361,189.3432,62.262043,goods-n,2,Round Smooth,0.9339500069618225
1094913,189.3336,62.275562,goods-n,2,Round Smooth,0.9765562415122986
1094915,189.2999,62.27555,goods-n,3,In-between Round Smooth,0.8354815244674683
1095731,189.26167,62.30879,goods-n,2,Round Smooth,0.9510286450386047
1095902,189.23459,62.314762,goods-n,4,Cigar Shaped Smooth,0.9244286417961121
1124570,188.98781,62.27418,goods-n,3,In-between Round Smooth,0.8452847599983215
1124631,189.37402,62.230274,goods-n,3,In-between Round Smooth,0.8522392511367798
1124639,189.40358,62.237904,goods-n,2,Round Smooth,0.880298912525177
1124654,189.47957,62.25256,goods-n,2,Round Smooth,0.9883499145507812
1124669,189.47746,62.259575,goods-n,3,In-between Round Smooth,0.957599937915802
1124678,189.45985,62.264637,goods-n,2,Round Smooth,0.8561176657676697
1124680,189.45766,62.26491,goods-n,2,Round Smooth,0.9873569011688232
1124683,189.4525,62.265873,goods-n,2,Round Smooth,0.9663416147232056
1124693,189.43819,62.27104,goods-n,2,Round Smooth,0.862651526927948
1124711,189.49452,62.27892,goods-n,2,Round Smooth,0.9512669444084167
1124732,189.4001,62.29054,goods-n,2,Round Smooth,0.9014472365379333
1124802,189.36081,62.325787,goods-n,3,In-between Round Smooth,0.8664911389350891
1124805,189.3886,62.32669,goods-n,2,Round Smooth,0.8284281492233276
1124818,189.35446,62.334724,goods-n,3,In-between Round Smooth,0.9584499001502991
1124824,189.30489,62.336174,goods-n,2,Round Smooth,0.9520188570022583
1124857,189.37018,62.352127,goods-n,2,Round Smooth,0.9275436997413635
1124875,189.3897,62.244484,goods-n,3,In-between Round Smooth,0.8253164291381836
1124880,189.45645,62.249084,goods-n,3,In-between Round Smooth,0.9737369418144226
1124885,189.46877,62.252514,goods-n,4,Cigar Shaped Smooth,0.9612770676612854
1124891,189.47559,62.25396,goods-n,2,Round Smooth,0.8216549158096313
1124896,189.48055,62.254807,goods-n,3,In-between Round Smooth,0.8633805513381958
1124897,189.47804,62.256145,goods-n,2,Round Smooth,0.897667646408081
1124904,189.36223,62.259014,goods-n,4,Cigar Shaped Smooth,0.9959482550621033
1124908,189.51134,62.259613,goods-n,2,Round Smooth,0.9957180619239807
1124918,189.3828,62.26333,goods-n,2,Round Smooth,0.9430257081985474
1124934,189.49887,62.269104,goods-n,3,In-between Round Smooth,0.9577472805976868
1124945,189.50119,62.27253,goods-n,3,In-between Round Smooth,0.9424874186515808
1124946,189.48953,62.272556,goods-n,2,Round Smooth,0.8361169099807739
1124950,189.47847,62.27343,goods-n,2,Round Smooth,0.8747501969337463
1124951,189.48245,62.273903,goods-n,2,Round Smooth,0.8869125247001648
1124953,189.48737,62.274258,goods-n,3,In-between Round Smooth,0.9619394540786743
1124966,189.44725,62.276707,goods-n,2,Round Smooth,0.9434443712234497
1124969,189.3598,62.27974,goods-n,2,Round Smooth,0.9744354486465454
1124972,189.37213,62.28075,goods-n,3,In-between Round Smooth,0.9181463122367859
1124976,189.4724,62.28162,goods-n,4,Cigar Shaped Smooth,0.9192934036254883
1124994,189.35512,62.286247,goods-n,3,In-between Round Smooth,0.9321959614753723
1124999,189.4717,62.287983,goods-n,3,In-between Round Smooth,0.8968202471733093
1125008,189.35976,62.29049,goods-n,4,Cigar Shaped Smooth,0.9101637601852417
1125014,189.40237,62.291878,goods-n,3,In-between Round Smooth,0.8568249940872192
1125043,189.42677,62.300434,goods-n,3,In-between Round Smooth,0.8809923529624939
1125067,189.34761,62.30716,goods-n,2,Round Smooth,0.9664347767829895
1125071,189.43332,62.308315,goods-n,4,Cigar Shaped Smooth,0.9085082411766052
1125073,189.44495,62.309208,goods-n,2,Round Smooth,0.9793389439582825
1125099,189.29689,62.31392,goods-n,2,Round Smooth,0.8554157614707947
1125105,189.44397,62.31552,goods-n,2,Round Smooth,0.9480674862861633
1125113,189.45021,62.31883,goods-n,3,In-between Round Smooth,0.9652710556983948
1125122,189.44197,62.321186,goods-n,4,Cigar Shaped Smooth,0.9027717709541321
1125123,189.28015,62.321453,goods-n,4,Cigar Shaped Smooth,0.8456912636756897
1125126,189.31516,62.322433,goods-n,3,In-between Round Smooth,0.9085795283317566
1125132,189.38237,62.326077,goods-n,3,In-between Round Smooth,0.9571629762649536
1125133,189.39558,62.326687,goods-n,2,Round Smooth,0.8957527279853821
1125144,189.39539,62.32958,goods-n,4,Cigar Shaped Smooth,0.8074073791503906
1125145,189.2777,62.329742,goods-n,4,Cigar Shaped Smooth,0.8500661849975586
1125183,189.41263,62.339603,goods-n,3,In-between Round Smooth,0.8552395105361938
1125197,189.36293,62.34573,goods-n,2,Round Smooth,0.8606541156768799
1125212,189.36673,62.350475,goods-n,4,Cigar Shaped Smooth,0.960673987865448
1125217,189.37846,62.356483,goods-n,4,Cigar Shaped Smooth,0.9337977766990662
1127449,189.37009,62.2281,goods-n,3,In-between Round Smooth,0.8456504940986633
1130568,189.4754,62.250015,goods-n,3,In-between Round Smooth,0.8893474340438843
1131598,189.39732,62.255432,goods-n,4,Cigar Shaped Smooth,0.9841620922088623
1131784,189.46793,62.256203,goods-n,3,In-between Round Smooth,0.9120262265205383
1133996,189.44511,62.267063,goods-n,2,Round Smooth,0.9349489808082581
1135390,189.43944,62.27369,goods-n,3,In-between Round Smooth,0.9611982703208923
1136019,189.45168,62.27637,goods-n,3,In-between Round Smooth,0.8803974986076355
1136375,189.48451,62.27791,goods-n,2,Round Smooth,0.8600395321846008
1137645,189.35255,62.283882,goods-n,3,In-between Round Smooth,0.9362250566482544
1137885,189.48323,62.284775,goods-n,2,Round Smooth,0.9762108325958252
1138127,189.35153,62.286198,goods-n,3,In-between Round Smooth,0.9738478660583496
1139718,189.36128,62.293896,goods-n,2,Round Smooth,0.9902418851852417
1139820,189.3552,62.294247,goods-n,4,Cigar Shaped Smooth,0.9375376105308533
1140076,189.32387,62.295338,goods-n,3,In-between Round Smooth,0.977260172367096
1141476,189.40434,62.301174,goods-n,3,In-between Round Smooth,0.9364398717880249
1141843,189.45126,62.30244,goods-n,2,Round Smooth,0.9545116424560547
1141967,189.44423,62.30292,goods-n,3,In-between Round Smooth,0.8671079277992249
1143443,189.44315,62.30837,goods-n,3,In-between Round Smooth,0.9922557473182678
1146098,189.31589,62.318615,goods-n,3,In-between Round Smooth,0.8753495216369629
1146482,189.38869,62.319923,goods-n,3,In-between Round Smooth,0.991881251335144
1148350,189.29343,62.32706,goods-n,3,In-between Round Smooth,0.9672085046768188
1150751,189.33807,62.339886,goods-n,4,Cigar Shaped Smooth,0.9922736883163452
1152259,189.38567,62.354042,goods-n,4,Cigar Shaped Smooth,0.9731605052947998
1159039,189.32835,62.286037,goods-n,4,Cigar Shaped Smooth,0.9866725206375122
1185634,189.12793,62.305687,goods-n,3,In-between Round Smooth,0.8169463872909546
1191297,189.40933,62.28963,goods-n,2,Round Smooth,0.828382670879364
1191611,189.43442,62.317265,goods-n,3,In-between Round Smooth,0.9635737538337708
1199682,189.40817,62.287098,goods-n,3,In-between Round Smooth,0.8232691287994385
1200225,189.41893,62.154774,goods-n,2,Round Smooth,0.9299744963645935
1200478,189.42732,62.195545,goods-n,3,In-between Round Smooth,0.863864541053772
1200758,189.45929,62.19404,goods-n,3,In-between Round Smooth,0.968214750289917
1200790,189.35114,62.363895,goods-n,2,Round Smooth,0.9512345790863037
1200904,189.60742,62.228695,goods-n,3,In-between Round Smooth,0.8904224634170532
1201111,189.38809,62.269855,goods-n,4,Cigar Shaped Smooth,0.8714669942855835
1201420,189.2893,62.37072,goods-n,2,Round Smooth,0.84160977602005
1201745,189.28864,62.353962,goods-n,3,In-between Round Smooth,0.8915901184082031
1201989,189.39334,62.192017,goods-n,3,In-between Round Smooth,0.841164767742157
1202100,189.48706,62.24298,goods-n,2,Round Smooth,0.9126240015029907
1202144,189.42935,62.203957,goods-n,2,Round Smooth,0.9886077642440796
1202229,189.6322,62.238007,goods-n,2,Round Smooth,0.9006441235542297
1202393,189.4122,62.261395,goods-n,3,In-between Round Smooth,0.8125857710838318
1202580,189.58174,62.235363,goods-n,2,Round Smooth,0.8096281290054321
1202679,189.50038,62.24941,goods-n,3,In-between Round Smooth,0.9373911023139954
1202712,189.54454,62.237846,goods-n,3,In-between Round Smooth,0.8266566395759583
1203007,189.41472,62.26633,goods-n,3,In-between Round Smooth,0.9585500955581665
1203011,189.4146,62.26627,goods-n,3,In-between Round Smooth,0.9494098424911499
1203059,189.5295,62.2204,goods-n,2,Round Smooth,0.879707396030426
1203061,189.52774,62.220108,goods-n,4,Cigar Shaped Smooth,0.9607365131378174
1203355,189.48544,62.248894,goods-n,3,In-between Round Smooth,0.8915649056434631
1203532,189.51144,62.24216,goods-n,3,In-between Round Smooth,0.8963797092437744
1203675,189.2674,62.356728,goods-n,4,Cigar Shaped Smooth,0.913141131401062
1203856,189.34477,62.219307,goods-n,2,Round Smooth,0.9885448813438416
1204039,189.42375,62.1425,goods-n,3,In-between Round Smooth,0.8291206955909729
1204040,189.31757,62.370583,goods-n,3,In-between Round Smooth,0.8811349868774414
1204470,189.53764,62.22978,goods-n,3,In-between Round Smooth,0.9222256541252136
1204855,189.20938,62.27121,goods-n,2,Round Smooth,0.977877140045166
1205353,189.3003,62.34896,goods-n,2,Round Smooth,0.9774752259254456
1205464,189.31673,62.34729,goods-n,2,Round Smooth,0.8477516770362854
1205644,189.29503,62.35753,goods-n,4,Cigar Shaped Smooth,0.9544546604156494
1205784,189.39595,62.19565,goods-n,4,Cigar Shaped Smooth,0.8861739635467529
1205856,189.57843,62.222313,goods-n,2,Round Smooth,0.9542755484580994
1206045,189.51741,62.234875,goods-n,2,Round Smooth,0.9484596848487854
1206081,189.59085,62.23388,goods-n,2,Round Smooth,0.9542914628982544
1206097,189.4956,62.2252,goods-n,2,Round Smooth,0.9163960218429565
1206112,189.29276,62.36538,goods-n,4,Cigar Shaped Smooth,0.8128534555435181
1206173,189.39032,62.214058,goods-n,3,In-between Round Smooth,0.8799082636833191
1206184,189.28839,62.34668,goods-n,2,Round Smooth,0.9113656282424927
1206225,189.4692,62.1643,goods-n,4,Cigar Shaped Smooth,0.8190799355506897
1206412,189.53966,62.226685,goods-n,2,Round Smooth,0.9735482335090637
1206415,189.33339,62.368084,goods-n,2,Round Smooth,0.9454687237739563
1206445,189.53519,62.23307,goods-n,3,In-between Round Smooth,0.8547483682632446
1206467,189.42038,62.263718,goods-n,3,In-between Round Smooth,0.9154528379440308
1206498,189.28947,62.34838,goods-n,2,Round Smooth,0.9292038679122925
1206629,189.51418,62.219906,goods-n,4,Cigar Shaped Smooth,0.9261937737464905
1206659,189.39734,62.213387,goods-n,2,Round Smooth,0.84725421667099
1206833,189.43227,62.282867,goods-n,3,In-between Round Smooth,0.9287259578704834
1206959,189.33061,62.339653,goods-n,3,In-between Round Smooth,0.8917346000671387
1207007,189.29842,62.36831,goods-n,4,Cigar Shaped Smooth,0.987244725227356
1207096,189.47337,62.2453,goods-n,4,Cigar Shaped Smooth,0.8229019045829773
1207118,189.31451,62.36749,goods-n,2,Round Smooth,0.8795943260192871
1207171,189.4526,62.150944,goods-n,2,Round Smooth,0.8974686861038208
1207196,189.53268,62.24945,goods-n,3,In-between Round Smooth,0.8229883313179016
1207264,189.10353,62.265278,goods-n,3,In-between Round Smooth,0.8584625124931335
1207269,189.33388,62.35541,goods-n,3,In-between Round Smooth,0.8523696064949036
1207291,189.40923,62.207714,goods-n,3,In-between Round Smooth,0.8424267172813416
1207412,189.3384,62.360775,goods-n,3,In-between Round Smooth,0.9870277047157288
1207473,189.40138,62.203457,goods-n,2,Round Smooth,0.9099398851394653
1207515,189.54536,62.235905,goods-n,2,Round Smooth,0.9541900157928467
1207539,189.28093,62.34417,goods-n,4,Cigar Shaped Smooth,0.9870882034301758
1207627,189.52318,62.243526,goods-n,3,In-between Round Smooth,0.8497186899185181
1207688,189.47568,62.22535,goods-n,2,Round Smooth,0.9844299554824829
1207742,189.57687,62.218998,goods-n,3,In-between Round Smooth,0.9215595126152039
1207776,189.29895,62.35672,goods-n,2,Round Smooth,0.8425908088684082
1207804,189.45175,62.197674,goods-n,3,In-between Round Smooth,0.9322025179862976
1207936,189.6199,62.223495,goods-n,3,In-between Round Smooth,0.9743247032165527
1208093,189.58253,62.24791,goods-n,2,Round Smooth,0.8085055351257324
1208150,189.38837,62.20872,goods-n,3,In-between Round Smooth,0.9136736989021301
1208177,189.4437,62.28366,goods-n,4,Cigar Shaped Smooth,0.992050290107727
1208193,189.46841,62.22025,goods-n,3,In-between Round Smooth,0.9483230710029602
1208260,189.40514,62.182804,goods-n,4,Cigar Shaped Smooth,0.9042531251907349
1208262,189.3478,62.36087,goods-n,4,Cigar Shaped Smooth,0.9105364680290222
1208264,189.63641,62.23189,goods-n,3,In-between Round Smooth,0.8560963869094849
1208266,189.50166,62.220406,goods-n,3,In-between Round Smooth,0.9343973398208618
1208269,189.42151,62.145138,goods-n,3,In-between Round Smooth,0.9390469789505005
1208285,189.42397,62.260223,goods-n,3,In-between Round Smooth,0.9795974493026733
1208359,189.3202,62.349068,goods-n,2,Round Smooth,0.8986009359359741
1208361,189.64323,62.24607,goods-n,3,In-between Round Smooth,0.8682347536087036
1208398,189.64615,62.238113,goods-n,4,Cigar Shaped Smooth,0.9729062914848328
1208415,189.29015,62.368767,goods-n,2,Round Smooth,0.9548547863960266
1208438,189.50212,62.22339,goods-n,3,In-between Round Smooth,0.9596142768859863
1208463,189.4814,62.225933,goods-n,2,Round Smooth,0.9917042255401611
1208504,189.45883,62.162254,goods-n,3,In-between Round Smooth,0.9384241700172424
1208618,189.4249,62.170486,goods-n,3,In-between Round Smooth,0.9367591738700867
1208647,189.5921,62.231266,goods-n,4,Cigar Shaped Smooth,0.9839103817939758
1208746,189.39162,62.19724,goods-n,4,Cigar Shaped Smooth,0.9820073246955872
1208833,189.32538,62.358208,goods-n,2,Round Smooth,0.8624454140663147
1208870,189.59677,62.226696,goods-n,4,Cigar Shaped Smooth,0.9934753775596619
1208886,189.52383,62.244556,goods-n,2,Round Smooth,0.96164870262146
1208888,189.42094,62.20491,goods-n,3,In-between Round Smooth,0.994265615940094
1208924,189.54024,62.238632,goods-n,4,Cigar Shaped Smooth,0.9838514924049377
1208925,189.62793,62.23565,goods-n,4,Cigar Shaped Smooth,0.9364646077156067
1208927,189.57742,62.238194,goods-n,4,Cigar Shaped Smooth,0.9889005422592163
1208980,189.539,62.232716,goods-n,4,Cigar Shaped Smooth,0.9526923894882202
1209013,189.39276,62.277443,goods-n,3,In-between Round Smooth,0.9168663620948792
1209037,189.4474,62.210476,goods-n,2,Round Smooth,0.9790916442871094
1209297,189.48619,62.14612,goods-n,2,Round Smooth,0.9517934918403625
1209351,189.26123,62.347855,goods-n,4,Cigar Shaped Smooth,0.9485148191452026
1209362,189.40468,62.195778,goods-n,3,In-between Round Smooth,0.9765574336051941
1209460,189.4409,62.2095,goods-n,3,In-between Round Smooth,0.9919605255126953
1209508,189.47081,62.172905,goods-n,4,Cigar Shaped Smooth,0.9867530465126038
1209633,189.4433,62.152256,goods-n,3,In-between Round Smooth,0.8783220648765564
1209815,189.30289,62.34098,goods-n,4,Cigar Shaped Smooth,0.8020048141479492
1209838,189.41891,62.198967,goods-n,3,In-between Round Smooth,0.9740413427352905
1209867,189.40729,62.211586,goods-n,2,Round Smooth,0.919783890247345
1209924,189.35574,62.354595,goods-n,4,Cigar Shaped Smooth,0.8214964270591736
1209992,189.30713,62.34854,goods-n,3,In-between Round Smooth,0.9862479567527771
1210021,189.30882,62.366688,goods-n,3,In-between Round Smooth,0.981394350528717
1210024,189.40155,62.211185,goods-n,4,Cigar Shaped Smooth,0.9760449528694153
1210040,189.324,62.336067,goods-n,3,In-between Round Smooth,0.9486173987388611
1210124,189.42207,62.19851,goods-n,3,In-between Round Smooth,0.8885071277618408
1210166,189.5761,62.237087,goods-n,4,Cigar Shaped Smooth,0.9443147778511047
1210277,189.59326,62.227436,goods-n,3,In-between Round Smooth,0.9399169087409973
1210310,189.40535,62.20592,goods-n,2,Round Smooth,0.9814766049385071
1210326,189.65216,62.246685,goods-n,3,In-between Round Smooth,0.9479354023933411
1210344,189.4151,62.20559,goods-n,3,In-between Round Smooth,0.9111592173576355
1210440,189.48914,62.22442,goods-n,4,Cigar Shaped Smooth,0.9665856957435608
1210616,189.43776,62.20643,goods-n,3,In-between Round Smooth,0.9673400521278381
1210634,189.46474,62.169407,goods-n,3,In-between Round Smooth,0.952346920967102
1210778,189.63416,62.22759,goods-n,3,In-between Round Smooth,0.9398305416107178
1210805,189.5054,62.25105,goods-n,3,In-between Round Smooth,0.9695088863372803
1210837,189.51834,62.23955,goods-n,3,In-between Round Smooth,0.964044988155365
1210875,189.43849,62.191433,goods-n,3,In-between Round Smooth,0.9256885647773743
1210948,189.32536,62.33149,goods-n,3,In-between Round Smooth,0.9776467084884644
1211755,189.49632,62.251026,goods-n,3,In-between Round Smooth,0.803622841835022
