index,lensed,completed,z_lens,z_source,theta_E_arcsec,sigma_v_kms,sigma_v_F115W_kms,sigma_v_F150W_kms,sigma_v_F277W_kms,einstein_mass_msun,lens_mag_F115W_ab,lens_mag_F150W_ab,lens_mag_F277W_ab
1402,1,1,0.320861,1.77778,0.968926,213.672,nan,nan,nan,1.55503e+11,18.6009,18.2619,18.2296
1403,1,1,0.74,3.54545,0.884864,223.518,223.518,219.16,230.313,2.4264e+11,21.1702,20.8277,20.2967
1404,1,1,0.808909,1.77778,0.979578,285.315,nan,nan,nan,4.5159e+11,19.8811,19.4247,18.7504
1405,1,1,0.842398,2.125,0.860815,255.861,nan,nan,nan,3.23336e+11,19.9214,19.5254,18.8707
1406,1,1,0.243997,4,0.956786,196.269,nan,nan,nan,1.06756e+11,18.1146,17.7083,17.8115
1407,1,1,0.63,1.63158,0.900649,250.356,250.356,247.723,260.453,2.90228e+11,20.2522,19.8701,19.337
1408,1,1,0.47,3.7619,0.876145,202.304,209.513,202.304,199.385,1.59352e+11,20.2605,19.9845,19.7322
1409,1,1,0.31382,1.85714,0.893016,203.51,nan,nan,nan,1.2808e+11,18.8552,18.4503,18.2574
1410,1,1,0.264958,1.77778,0.933192,203.855,nan,nan,nan,1.19298e+11,17.651,17.3281,17.4041
1411,1,1,0.264958,2.57143,0.980828,203.855,nan,nan,nan,1.25388e+11,17.651,17.3281,17.4041
1412,1,1,0.264546,1.12766,1.07318,229.98,nan,nan,nan,1.74417e+11,18.5465,18.2344,18.3241
1413,1,1,0.307707,1,1.02652,237.994,nan,nan,nan,1.98673e+11,17.7264,17.3337,17.3497
1414,1,1,1.06,3.54545,0.997158,264.784,263.632,264.784,287.745,4.25708e+11,21.4121,20.9651,20.2885
1415,1,1,0.97,2.84615,1.00048,269.661,263.932,269.661,299.638,4.34245e+11,21.1698,20.6484,19.8752
1416,1,1,0.264546,1.08333,1.06016,229.98,nan,nan,nan,1.72301e+11,18.5465,18.2344,18.3241
1417,1,1,0.31382,3.7619,0.980055,203.51,nan,nan,nan,1.40563e+11,18.8552,18.4503,18.2574
1418,1,1,0.9,2.57143,1.02691,272.057,268.894,272.057,300.441,4.44776e+11,20.8887,20.4099,19.6635
1419,1,1,0.9,2.7037,1.05337,272.057,268.894,272.057,300.441,4.56236e+11,20.8887,20.4099,19.6635
1420,1,1,0.71,2.0303,1.04174,265.461,265.461,263.91,280.03,3.96625e+11,20.3136,19.911,19.3381
1421,1,1,0.91,2.33333,0.99158,276.215,274.989,276.215,300.962,4.44071e+11,20.8209,20.3735,19.6855
1422,1,1,0.264958,3,0.996011,203.855,nan,nan,nan,1.27329e+11,17.651,17.3281,17.4041
1423,1,1,0.944711,1.7027,1.07057,336.851,nan,nan,nan,7.20243e+11,20.5495,20.1379,19.4386
1424,1,1,0.628613,3,1.08084,242.591,nan,nan,nan,3.26707e+11,19.0118,18.6283,18.1443
1425,1,1,0.944711,1.63158,1.01328,336.851,nan,nan,nan,6.81697e+11,20.5495,20.1379,19.4386
1426,1,1,0.887436,1.94118,1.07072,302.78,nan,nan,nan,5.72107e+11,20.5611,20.1465,19.5057
1427,1,1,0.63,2.125,1.02799,250.356,250.356,247.723,260.453,3.31264e+11,20.2522,19.8701,19.337
1428,1,1,1.11,4,1.01675,265.338,260.432,265.338,292.31,4.39768e+11,21.5885,21.0794,20.3435
1429,1,1,0.842398,3.54545,1.08158,255.861,nan,nan,nan,4.06258e+11,19.9214,19.5254,18.8707
1430,1,1,0.82,2.44828,1.07178,271.295,271.295,264.366,279.979,4.48735e+11,20.6019,20.2862,19.7216
1431,1,1,0.82,2.125,0.991614,271.295,271.295,264.366,279.979,4.15172e+11,20.6019,20.2862,19.7216
1432,1,1,0.320861,3.16667,1.05756,213.672,nan,nan,nan,1.69729e+11,18.6009,18.2619,18.2296
1433,1,1,0.94,1.7027,1.04715,331.878,331.878,330.056,350.781,6.82952e+11,20.0909,19.6867,19.1069
1434,1,1,0.921289,2.33333,1.08454,290.526,nan,nan,nan,5.39153e+11,19.869,19.3731,18.6196
1435,1,1,0.91,2.44828,1.02069,276.215,274.989,276.215,300.962,4.57108e+11,20.8209,20.3735,19.6855
1436,1,1,0.264958,3.16667,1.00081,203.855,nan,nan,nan,1.27943e+11,17.651,17.3281,17.4041
1437,1,1,0.921289,2.125,1.01656,290.526,nan,nan,nan,5.05361e+11,19.869,19.3731,18.6196
1438,1,1,0.220159,1.12766,1.08504,223.91,nan,nan,nan,1.45851e+11,17.2017,16.8968,17.0532
1439,1,1,0.320861,2.44828,1.02436,213.672,nan,nan,nan,1.644e+11,18.6009,18.2619,18.2296
1440,1,1,0.307707,1.08333,1.06062,237.994,nan,nan,nan,2.05273e+11,17.7264,17.3337,17.3497
1441,1,1,0.628613,2.33333,1.00158,242.591,nan,nan,nan,3.0275e+11,19.0118,18.6283,18.1443
1442,1,1,0.921289,2.0303,0.980992,290.526,nan,nan,nan,4.87678e+11,19.869,19.3731,18.6196
1443,1,1,1.25,4,1.05028,281.994,280.438,281.994,310.943,5.22402e+11,21.5851,21.133,20.3932
1444,1,1,0.94,1.63158,0.991741,331.878,331.878,330.056,350.781,6.46814e+11,20.0909,19.6867,19.1069
1445,1,1,0.320861,3.54545,1.06968,213.672,nan,nan,nan,1.71674e+11,18.6009,18.2619,18.2296
1446,1,1,0.31382,4,0.985134,203.51,nan,nan,nan,1.41292e+11,18.8552,18.4503,18.2574
1447,1,1,0.842398,3,1.02148,255.861,nan,nan,nan,3.83684e+11,19.9214,19.5254,18.8707
1448,1,1,0.320861,2.7037,1.03819,213.672,nan,nan,nan,1.66619e+11,18.6009,18.2619,18.2296
1449,1,1,0.890324,2.84615,1.08885,272.199,nan,nan,nan,4.70645e+11,20.0265,19.601,18.9429
1450,1,1,0.91,2.44828,1.02069,276.215,274.989,276.215,300.962,4.57108e+11,20.8209,20.3735,19.6855
1451,1,1,0.82,2.22581,1.01914,271.295,271.295,264.366,279.979,4.26695e+11,20.6019,20.2862,19.7216
1452,1,1,0.71,1.85714,0.992165,265.631,264.28,265.631,283.504,3.78232e+11,20.333,19.8828,19.2846
1453,1,1,0.31382,3.7619,0.980055,203.51,nan,nan,nan,1.40563e+11,18.8552,18.4503,18.2574
1454,1,1,0.921289,2.0303,0.980992,290.526,nan,nan,nan,4.87678e+11,19.869,19.3731,18.6196
1455,1,1,0.264958,2.84615,0.991086,203.855,nan,nan,nan,1.267e+11,17.651,17.3281,17.4041
1456,1,1,0.494217,1.5641,1.08003,253.946,nan,nan,nan,3.18081e+11,18.6013,18.1895,17.8406
1457,1,1,1.25,3.7619,1.02011,281.994,280.438,281.994,310.943,5.07397e+11,21.5851,21.133,20.3932
1458,1,1,0.65,1.63158,1.09239,279.414,279.414,277.385,290.285,4.44455e+11,19.8577,19.4613,18.9485
1459,1,1,0.642273,2.0303,1.0743,260.062,nan,nan,nan,3.76706e+11,19.0334,18.5873,18.0938
1460,1,1,0.494217,1.38095,1.01582,253.946,nan,nan,nan,2.99171e+11,18.6013,18.1895,17.8406
1461,1,1,0.63,2.125,1.02799,250.356,250.356,247.723,260.453,3.31264e+11,20.2522,19.8701,19.337
1462,1,1,1.11,4,1.01675,265.338,260.432,265.338,292.31,4.39768e+11,21.5885,21.0794,20.3435
1463,1,1,1.27,3.7619,1.02441,284.508,309.157,284.508,234.809,5.19633e+11,21.2042,21.137,21.6554
1464,1,1,0.320861,2.125,1.00206,213.672,nan,nan,nan,1.60821e+11,18.6009,18.2619,18.2296
1465,1,1,0.31382,3.7619,0.980055,203.51,nan,nan,nan,1.40563e+11,18.8552,18.4503,18.2574
1466,1,1,0.307707,1,1.02652,237.994,nan,nan,nan,1.98673e+11,17.7264,17.3337,17.3497
1467,1,1,0.800644,3.7619,1.04229,245.611,nan,nan,nan,3.54856e+11,19.8114,19.3625,18.7076
1468,1,1,0.63,2.44828,1.08325,250.356,250.356,247.723,260.453,3.4907e+11,20.2522,19.8701,19.337
1469,1,1,0.944711,1.63158,1.01328,336.851,nan,nan,nan,6.81697e+11,20.5495,20.1379,19.4386
1470,1,1,0.890324,2.57143,1.03702,272.199,nan,nan,nan,4.48242e+11,20.0265,19.601,18.9429
1471,1,1,0.842398,3.34783,1.06204,255.861,nan,nan,nan,3.98919e+11,19.9214,19.5254,18.8707
1472,1,1,0.63,2.22581,1.04696,250.356,250.356,247.723,260.453,3.37377e+11,20.2522,19.8701,19.337
1473,1,1,0.494217,1.63158,1.09997,253.946,nan,nan,nan,3.23954e+11,18.6013,18.1895,17.8406
1474,1,1,0.64,2.0303,1.09005,261.65,261.32,261.65,273.142,3.8632e+11,20.1076,19.674,19.1719
1475,1,1,0.63,2.44828,1.08325,250.356,250.356,247.723,260.453,3.4907e+11,20.2522,19.8701,19.337
1476,1,1,0.320861,1.94118,0.98602,213.672,nan,nan,nan,1.58247e+11,18.6009,18.2619,18.2296
1477,1,1,0.320861,2.33333,1.01715,213.672,nan,nan,nan,1.63242e+11,18.6009,18.2619,18.2296
1478,1,1,0.628613,2.84615,1.06585,242.591,nan,nan,nan,3.22175e+11,19.0118,18.6283,18.1443
1479,1,1,0.320861,2.125,1.00206,213.672,nan,nan,nan,1.60821e+11,18.6009,18.2619,18.2296
1480,1,1,0.71,1.94118,1.01802,265.631,264.28,265.631,283.504,3.88089e+11,20.333,19.8828,19.2846
1481,1,1,0.800644,3.54545,1.02539,245.611,nan,nan,nan,3.49101e+11,19.8114,19.3625,18.7076
1482,1,1,1.27,3.7619,1.02441,284.508,309.157,284.508,234.809,5.19633e+11,21.2042,21.137,21.6554
1483,1,1,0.264546,1.12766,1.07318,229.98,nan,nan,nan,1.74417e+11,18.5465,18.2344,18.3241
1484,1,1,0.71,2.22581,1.09089,265.631,264.28,265.631,283.504,4.15869e+11,20.333,19.8828,19.2846
1485,1,1,0.800644,3.34783,1.00808,245.611,nan,nan,nan,3.43208e+11,19.8114,19.3625,18.7076
1486,1,1,0.220159,1.17391,1.09503,223.91,nan,nan,nan,1.47194e+11,17.2017,16.8968,17.0532
1487,1,1,1.11,3.7619,0.992145,265.338,260.432,265.338,292.31,4.29127e+11,21.5885,21.0794,20.3435
1488,1,1,0.494217,1.5,1.05938,253.946,nan,nan,nan,3.12001e+11,18.6013,18.1895,17.8406
1489,1,1,0.65,1.63158,1.09239,279.414,279.414,277.385,290.285,4.44455e+11,19.8577,19.4613,18.9485
1490,1,1,0.842398,3.54545,1.08158,255.861,nan,nan,nan,4.06258e+11,19.9214,19.5254,18.8707
1491,1,1,0.64,1.94118,1.06772,261.65,261.32,261.65,273.142,3.78405e+11,20.1076,19.674,19.1719
1492,1,1,0.71,1.85714,0.992165,265.631,264.28,265.631,283.504,3.78232e+11,20.333,19.8828,19.2846
1493,1,1,0.94,1.7027,1.04715,331.878,331.878,330.056,350.781,6.82952e+11,20.0909,19.6867,19.1069
1494,1,1,0.800644,3.54545,1.02539,245.611,nan,nan,nan,3.49101e+11,19.8114,19.3625,18.7076
1495,1,1,0.307707,1.12766,1.07666,237.994,nan,nan,nan,2.08377e+11,17.7264,17.3337,17.3497
1496,1,1,1.25,3.54545,0.989252,281.994,280.438,281.994,310.943,4.92047e+11,21.5851,21.133,20.3932
1497,1,1,0.63,2.125,1.02799,250.356,250.356,247.723,260.453,3.31264e+11,20.2522,19.8701,19.337
1498,1,1,0.320861,2.7037,1.03819,213.672,nan,nan,nan,1.66619e+11,18.6009,18.2619,18.2296
1499,1,1,0.800644,4,1.05882,245.611,nan,nan,nan,3.60482e+11,19.8114,19.3625,18.7076
1500,1,1,0.887436,1.85714,1.03072,302.78,nan,nan,nan,5.50733e+11,20.5611,20.1465,19.5057
1501,1,1,0.65,1.63158,0.981881,264.904,264.904,263.979,274.639,3.5908e+11,20.0893,19.6764,19.1891
1502,1,1,0.642273,1.94118,1.05218,260.062,nan,nan,nan,3.68947e+11,19.0334,18.5873,18.0938
1503,1,1,0.82,2.57143,1.09698,271.295,271.295,264.366,279.979,4.59286e+11,20.6019,20.2862,19.7216
1504,1,1,0.628613,2.33333,1.00158,242.591,nan,nan,nan,3.0275e+11,19.0118,18.6283,18.1443
1505,1,1,1.25,3.54545,0.989252,281.994,280.438,281.994,310.943,4.92047e+11,21.5851,21.133,20.3932
1506,1,1,0.82,2.125,0.991614,271.295,271.295,264.366,279.979,4.15172e+11,20.6019,20.2862,19.7216
1507,1,1,1.06,3.54545,0.997158,264.784,263.632,264.784,287.745,4.25708e+11,21.4121,20.9651,20.2885
1508,1,1,0.65,1.5,1.03047,279.414,279.414,277.385,290.285,4.19263e+11,19.8577,19.4613,18.9485
1509,1,1,0.9,2.44828,0.999698,272.057,268.894,272.057,300.441,4.32989e+11,20.8887,20.4099,19.6635
1510,1,1,0.64,1.77778,1.02085,261.65,261.32,261.65,273.142,3.61795e+11,20.1076,19.674,19.1719
1511,1,1,0.307707,1,1.02652,237.994,nan,nan,nan,1.98673e+11,17.7264,17.3337,17.3497
1512,1,1,0.71,2.125,1.06599,265.461,265.461,263.91,280.03,4.05856e+11,20.3136,19.911,19.3381
1513,1,1,0.82,2.33333,1.04584,271.295,271.295,264.366,279.979,4.37877e+11,20.6019,20.2862,19.7216
1514,1,1,0.800644,3.34783,1.00808,245.611,nan,nan,nan,3.43208e+11,19.8114,19.3625,18.7076
1515,1,1,0.842398,3,1.02148,255.861,nan,nan,nan,3.83684e+11,19.9214,19.5254,18.8707
1516,1,1,0.800644,4,1.05882,245.611,nan,nan,nan,3.60482e+11,19.8114,19.3625,18.7076
1517,1,1,1.06,4,1.04512,264.784,263.632,264.784,287.745,4.46182e+11,21.4121,20.9651,20.2885
1518,1,1,0.320861,2.57143,1.03137,213.672,nan,nan,nan,1.65525e+11,18.6009,18.2619,18.2296
1519,1,1,0.921289,2.33333,1.08454,290.526,nan,nan,nan,5.39153e+11,19.869,19.3731,18.6196
1520,1,1,0.63,2.125,1.02799,250.356,250.356,247.723,260.453,3.31264e+11,20.2522,19.8701,19.337
1521,1,1,0.264958,2.7037,0.986027,203.855,nan,nan,nan,1.26053e+11,17.651,17.3281,17.4041
1522,1,1,0.31382,4,0.985134,203.51,nan,nan,nan,1.41292e+11,18.8552,18.4503,18.2574
1523,1,1,0.320861,3.54545,1.06968,213.672,nan,nan,nan,1.71674e+11,18.6009,18.2619,18.2296
1524,1,1,0.890324,2.7037,1.06329,272.199,nan,nan,nan,4.59597e+11,20.0265,19.601,18.9429
1525,1,1,0.628613,2.22581,0.98433,242.591,nan,nan,nan,2.97535e+11,19.0118,18.6283,18.1443
1526,1,1,0.9,2.84615,1.07911,272.057,268.894,272.057,300.441,4.67385e+11,20.8887,20.4099,19.6635
1527,1,1,0.628613,3.16667,1.09545,242.591,nan,nan,nan,3.31122e+11,19.0118,18.6283,18.1443
1528,1,1,0.220159,1.12766,1.08504,223.91,nan,nan,nan,1.45851e+11,17.2017,16.8968,17.0532
1529,1,1,0.220159,1.04082,1.06383,223.91,nan,nan,nan,1.43e+11,17.2017,16.8968,17.0532
1530,1,1,0.94,1.7027,1.04715,331.878,331.878,330.056,350.781,6.82952e+11,20.0909,19.6867,19.1069
1531,1,1,1.25,3.7619,1.02011,281.994,280.438,281.994,310.943,5.07397e+11,21.5851,21.133,20.3932
1532,1,1,0.800644,3.7619,1.04229,245.611,nan,nan,nan,3.54856e+11,19.8114,19.3625,18.7076
1533,1,1,0.842398,2.84615,1.0004,255.861,nan,nan,nan,3.75768e+11,19.9214,19.5254,18.8707
1534,1,1,0.642273,1.94118,1.05218,260.062,nan,nan,nan,3.68947e+11,19.0334,18.5873,18.0938
1535,1,1,0.9,2.57143,1.02691,272.057,268.894,272.057,300.441,4.44776e+11,20.8887,20.4099,19.6635
1536,1,1,0.494217,1.63158,1.09997,253.946,nan,nan,nan,3.23954e+11,18.6013,18.1895,17.8406
1537,1,1,0.921289,2.33333,1.08454,290.526,nan,nan,nan,5.39153e+11,19.869,19.3731,18.6196
1538,1,1,0.494217,1.63158,1.09997,253.946,nan,nan,nan,3.23954e+11,18.6013,18.1895,17.8406
1539,1,1,0.94,1.7027,1.04715,331.878,331.878,330.056,350.781,6.82952e+11,20.0909,19.6867,19.1069
1540,1,1,0.64,1.7027,0.996241,261.65,261.32,261.65,273.142,3.53072e+11,20.1076,19.674,19.1719
1541,1,1,0.82,2.125,0.991614,271.295,271.295,264.366,279.979,4.15172e+11,20.6019,20.2862,19.7216
1542,1,1,0.320861,1.94118,0.98602,213.672,nan,nan,nan,1.58247e+11,18.6009,18.2619,18.2296
1543,1,1,0.842398,2.84615,1.0004,255.861,nan,nan,nan,3.75768e+11,19.9214,19.5254,18.8707
1544,1,1,0.628613,2.7037,1.05045,242.591,nan,nan,nan,3.1752e+11,19.0118,18.6283,18.1443
1545,1,1,0.71,2.125,1.06735,265.631,264.28,265.631,283.504,4.06893e+11,20.333,19.8828,19.2846
1546,1,1,0.71,2.0303,1.04307,265.631,264.28,265.631,283.504,3.97638e+11,20.333,19.8828,19.2846
1547,1,1,0.320861,3.16667,1.05756,213.672,nan,nan,nan,1.69729e+11,18.6009,18.2619,18.2296
1548,1,1,0.642273,2.125,1.09575,260.062,nan,nan,nan,3.84226e+11,19.0334,18.5873,18.0938
1549,1,1,0.787369,1.63158,1.04713,301.487,nan,nan,nan,5.34118e+11,19.6921,19.2656,18.6834
1550,1,1,0.63,2.0303,1.00843,250.356,250.356,247.723,260.453,3.2496e+11,20.2522,19.8701,19.337
1551,1,1,0.264958,2.57143,0.980828,203.855,nan,nan,nan,1.25388e+11,17.651,17.3281,17.4041
1552,1,1,0.71,1.85714,0.992165,265.631,264.28,265.631,283.504,3.78232e+11,20.333,19.8828,19.2846
1553,1,1,0.71,2.22581,1.0895,265.461,265.461,263.91,280.03,4.14809e+11,20.3136,19.911,19.3381
1554,1,1,1.03,2.84615,0.99921,276.379,276.379,271.484,285.06,4.61963e+11,21.1302,20.7797,20.2524
1555,1,1,0.921289,2.33333,1.08454,290.526,nan,nan,nan,5.39153e+11,19.869,19.3731,18.6196
1556,1,1,0.65,1.5641,1.06197,279.414,279.414,277.385,290.285,4.32078e+11,19.8577,19.4613,18.9485
1557,1,1,0.64,2.0303,1.09005,261.65,261.32,261.65,273.142,3.8632e+11,20.1076,19.674,19.1719
1558,1,1,0.320861,2.84615,1.04482,213.672,nan,nan,nan,1.67683e+11,18.6009,18.2619,18.2296
1559,1,1,0.890324,2.7037,1.06329,272.199,nan,nan,nan,4.59597e+11,20.0265,19.601,18.9429
1560,1,1,0.642273,1.94118,1.05218,260.062,nan,nan,nan,3.68947e+11,19.0334,18.5873,18.0938
1561,1,1,0.320861,2.57143,1.03137,213.672,nan,nan,nan,1.65525e+11,18.6009,18.2619,18.2296
1562,1,1,0.82,2.44828,1.07178,271.295,271.295,264.366,279.979,4.48735e+11,20.6019,20.2862,19.7216
1563,1,1,1.06,3.7619,1.02141,264.784,263.632,264.784,287.745,4.36061e+11,21.4121,20.9651,20.2885
1564,1,1,1.11,3.7619,0.992145,265.338,260.432,265.338,292.31,4.29127e+11,21.5885,21.0794,20.3435
1565,1,1,0.808909,2.0303,1.07886,285.315,nan,nan,nan,4.97362e+11,19.8811,19.4247,18.7504
1566,1,1,0.628613,2.7037,1.05045,242.591,nan,nan,nan,3.1752e+11,19.0118,18.6283,18.1443
1567,1,1,1.11,3.7619,0.992145,265.338,260.432,265.338,292.31,4.29127e+11,21.5885,21.0794,20.3435
1568,1,1,0.91,2.44828,1.02069,276.215,274.989,276.215,300.962,4.57108e+11,20.8209,20.3735,19.6855
1569,1,1,0.842398,2.84615,1.0004,255.861,nan,nan,nan,3.75768e+11,19.9214,19.5254,18.8707
1570,1,1,0.91,2.33333,0.99158,276.215,274.989,276.215,300.962,4.44071e+11,20.8209,20.3735,19.6855
1571,1,1,0.494217,1.43902,1.03799,253.946,nan,nan,nan,3.05701e+11,18.6013,18.1895,17.8406
1572,1,1,0.71,2.125,1.06599,265.461,265.461,263.91,280.03,4.05856e+11,20.3136,19.911,19.3381
1573,1,1,0.220159,1.12766,1.08504,223.91,nan,nan,nan,1.45851e+11,17.2017,16.8968,17.0532
1574,1,1,0.494217,1.63158,1.09997,253.946,nan,nan,nan,3.23954e+11,18.6013,18.1895,17.8406
1575,1,1,0.628613,2.84615,1.06585,242.591,nan,nan,nan,3.22175e+11,19.0118,18.6283,18.1443
1576,1,1,0.82,2.44828,1.07178,271.295,271.295,264.366,279.979,4.48735e+11,20.6019,20.2862,19.7216
1577,1,1,0.642273,1.77778,1.00574,260.062,nan,nan,nan,3.52664e+11,19.0334,18.5873,18.0938
1578,1,1,0.71,1.85714,0.992165,265.631,264.28,265.631,283.504,3.78232e+11,20.333,19.8828,19.2846
1579,1,1,0.944711,1.63158,1.01328,336.851,nan,nan,nan,6.81697e+11,20.5495,20.1379,19.4386
1580,1,1,0.320861,3,1.05127,213.672,nan,nan,nan,1.6872e+11,18.6009,18.2619,18.2296
1581,1,1,0.264958,3,0.996011,203.855,nan,nan,nan,1.27329e+11,17.651,17.3281,17.4041
1582,1,1,0.628613,2.7037,1.05045,242.591,nan,nan,nan,3.1752e+11,19.0118,18.6283,18.1443
1583,1,1,0.628613,2.33333,1.00158,242.591,nan,nan,nan,3.0275e+11,19.0118,18.6283,18.1443
1584,1,1,0.628613,2.57143,1.03462,242.591,nan,nan,nan,3.12736e+11,19.0118,18.6283,18.1443
1585,1,1,1.11,3.7619,0.992145,265.338,260.432,265.338,292.31,4.29127e+11,21.5885,21.0794,20.3435
1586,1,1,0.320861,3.7619,1.07553,213.672,nan,nan,nan,1.72612e+11,18.6009,18.2619,18.2296
1587,1,1,0.91,2.33333,0.99158,276.215,274.989,276.215,300.962,4.44071e+11,20.8209,20.3735,19.6855
1588,1,1,0.64,2.0303,1.09005,261.65,261.32,261.65,273.142,3.8632e+11,20.1076,19.674,19.1719
1589,1,1,0.890324,2.57143,1.03702,272.199,nan,nan,nan,4.48242e+11,20.0265,19.601,18.9429
1590,1,1,0.320861,2.33333,1.01715,213.672,nan,nan,nan,1.63242e+11,18.6009,18.2619,18.2296
1591,1,1,0.642273,1.94118,1.05218,260.062,nan,nan,nan,3.68947e+11,19.0334,18.5873,18.0938
1592,1,1,0.628613,3.16667,1.09545,242.591,nan,nan,nan,3.31122e+11,19.0118,18.6283,18.1443
1593,1,1,0.264958,3.16667,1.00081,203.855,nan,nan,nan,1.27943e+11,17.651,17.3281,17.4041
1594,1,1,0.64,2.0303,1.09005,261.65,261.32,261.65,273.142,3.8632e+11,20.1076,19.674,19.1719
1595,1,1,0.9,2.7037,1.05337,272.057,268.894,272.057,300.441,4.56236e+11,20.8887,20.4099,19.6635
1596,1,1,0.82,2.125,0.991614,271.295,271.295,264.366,279.979,4.15172e+11,20.6019,20.2862,19.7216
1597,1,1,0.82,2.22581,1.01914,271.295,271.295,264.366,279.979,4.26695e+11,20.6019,20.2862,19.7216
1598,1,1,0.91,2.33333,0.99158,276.215,274.989,276.215,300.962,4.44071e+11,20.8209,20.3735,19.6855
1599,1,1,0.320861,3.54545,1.06968,213.672,nan,nan,nan,1.71674e+11,18.6009,18.2619,18.2296
1600,1,1,0.63,2.33333,1.06537,250.356,250.356,247.723,260.453,3.4331e+11,20.2522,19.8701,19.337
1601,1,1,0.64,1.77778,1.02085,261.65,261.32,261.65,273.142,3.61795e+11,20.1076,19.674,19.1719
1602,1,1,0.307707,1.08333,1.06062,237.994,nan,nan,nan,2.05273e+11,17.7264,17.3337,17.3497
1603,1,1,0.494217,1.5641,1.08003,253.946,nan,nan,nan,3.18081e+11,18.6013,18.1895,17.8406
1604,1,1,0.494217,1.63158,1.09997,253.946,nan,nan,nan,3.23954e+11,18.6013,18.1895,17.8406
1605,1,1,0.800644,3.34783,1.00808,245.611,nan,nan,nan,3.43208e+11,19.8114,19.3625,18.7076
1606,1,1,0.82,2.125,0.991614,271.295,271.295,264.366,279.979,4.15172e+11,20.6019,20.2862,19.7216
1607,1,1,1.27,3.54545,0.992663,284.508,309.157,284.508,234.809,5.03527e+11,21.2042,21.137,21.6554
1608,1,1,0.320861,2.125,1.00206,213.672,nan,nan,nan,1.60821e+11,18.6009,18.2619,18.2296
1609,1,1,0.97,2.84615,1.00048,269.661,263.932,269.661,299.638,4.34245e+11,21.1698,20.6484,19.8752
1610,1,1,0.71,2.0303,1.04174,265.461,265.461,263.91,280.03,3.96625e+11,20.3136,19.911,19.3381
1611,1,1,0.264958,3.7619,1.01451,203.855,nan,nan,nan,1.29695e+11,17.651,17.3281,17.4041
1612,1,1,0.63,1.27273,1.05999,298.775,297.468,298.775,316.909,4.86471e+11,19.5034,19.0563,18.485
1613,1,1,0.842398,3.54545,1.08158,255.861,nan,nan,nan,4.06258e+11,19.9214,19.5254,18.8707
1614,1,1,0.65,1.63158,1.09239,279.414,279.414,277.385,290.285,4.44455e+11,19.8577,19.4613,18.9485
1615,1,1,0.628613,3,1.08084,242.591,nan,nan,nan,3.26707e+11,19.0118,18.6283,18.1443
1616,1,1,0.220159,1,1.05255,223.91,nan,nan,nan,1.41484e+11,17.2017,16.8968,17.0532
1617,1,1,0.97,3.16667,1.05189,269.661,263.932,269.661,299.638,4.56561e+11,21.1698,20.6484,19.8752
1618,1,1,0.890324,2.44828,1.01,272.199,nan,nan,nan,4.36563e+11,20.0265,19.601,18.9429
1619,1,1,0.494217,1.38095,1.01582,253.946,nan,nan,nan,2.99171e+11,18.6013,18.1895,17.8406
1620,1,1,0.890324,2.33333,0.982193,272.199,nan,nan,nan,4.24543e+11,20.0265,19.601,18.9429
1621,1,1,0.71,2.0303,1.04307,265.631,264.28,265.631,283.504,3.97638e+11,20.333,19.8828,19.2846
1622,1,1,0.890324,2.44828,1.01,272.199,nan,nan,nan,4.36563e+11,20.0265,19.601,18.9429
1623,1,1,0.264546,1.12766,1.07318,229.98,nan,nan,nan,1.74417e+11,18.5465,18.2344,18.3241
1624,1,1,0.494217,1.5,1.05938,253.946,nan,nan,nan,3.12001e+11,18.6013,18.1895,17.8406
1625,1,1,0.220159,1.12766,1.08504,223.91,nan,nan,nan,1.45851e+11,17.2017,16.8968,17.0532
1626,1,1,0.887436,1.77778,0.989401,302.78,nan,nan,nan,5.28655e+11,20.5611,20.1465,19.5057
1627,1,1,1.25,3.7619,1.02011,281.994,280.438,281.994,310.943,5.07397e+11,21.5851,21.133,20.3932
1628,1,1,0.63,2.33333,1.06537,250.356,250.356,247.723,260.453,3.4331e+11,20.2522,19.8701,19.337
1629,1,1,0.264958,3.34783,1.00549,203.855,nan,nan,nan,1.28541e+11,17.651,17.3281,17.4041
1630,1,1,0.842398,3,1.02148,255.861,nan,nan,nan,3.83684e+11,19.9214,19.5254,18.8707
1631,1,1,0.890324,2.57143,1.03702,272.199,nan,nan,nan,4.48242e+11,20.0265,19.601,18.9429
1632,1,1,0.320861,3.34783,1.0637,213.672,nan,nan,nan,1.70713e+11,18.6009,18.2619,18.2296
1633,1,1,0.91,2.57143,1.04898,276.215,274.989,276.215,300.962,4.69776e+11,20.8209,20.3735,19.6855
1634,1,1,0.63,2.125,1.02799,250.356,250.356,247.723,260.453,3.31264e+11,20.2522,19.8701,19.337
1635,1,1,0.642273,1.7027,0.981354,260.062,nan,nan,nan,3.44114e+11,19.0334,18.5873,18.0938
1636,1,1,0.890324,2.33333,0.982193,272.199,nan,nan,nan,4.24543e+11,20.0265,19.601,18.9429
1637,1,1,0.63,2.22581,1.04696,250.356,250.356,247.723,260.453,3.37377e+11,20.2522,19.8701,19.337
1638,1,1,0.320861,3.54545,1.06968,213.672,nan,nan,nan,1.71674e+11,18.6009,18.2619,18.2296
1639,1,1,1.11,3.7619,0.992145,265.338,260.432,265.338,292.31,4.29127e+11,21.5885,21.0794,20.3435
