index,lensed,completed,z_lens,z_source,theta_E_arcsec,sigma_v_kms,sigma_v_F115W_kms,sigma_v_F150W_kms,sigma_v_F277W_kms,einstein_mass_msun,lens_mag_F115W_ab,lens_mag_F150W_ab,lens_mag_F277W_ab
812,1,1,0.48,1.32558,0.69911,210.811,210.811,209.358,211.879,1.39674e+11,20.2882,19.8901,19.5228
813,1,1,0.731089,1.77778,0.655438,221.803,nan,nan,nan,1.7618e+11,20.0062,19.546,18.7871
814,1,1,0.725437,1.08333,0.68377,300.684,nan,nan,nan,3.36778e+11,19.6692,19.2502,18.6844
815,1,1,0.640675,4,0.687487,188.241,nan,nan,nan,1.26168e+11,19.6929,19.2562,18.6956
816,1,1,0.800644,1.63158,0.681197,245.611,nan,nan,nan,2.31919e+11,19.8114,19.3625,18.7076
817,1,1,0.65,2.44828,0.706568,203.981,203.981,199.445,204.348,1.53211e+11,21.2243,20.8939,20.473
818,1,1,0.18,1.08333,0.646429,168.667,178.219,168.667,143.417,4.21172e+10,18.5693,18.3804,18.7693
819,1,1,0.43,1.85714,0.659722,185.488,188.567,185.488,183.855,9.5907e+10,20.4886,20.132,19.855
820,1,1,0.82,1.38095,0.661162,271.295,271.295,264.366,279.979,2.76817e+11,20.6019,20.2862,19.7216
821,1,1,0.38,1.32558,0.716034,198.479,203.197,198.479,194.591,1.10629e+11,19.8478,19.5217,19.2922
822,1,1,1.09,2.7037,0.681503,238.044,237.981,238.044,257.943,2.36446e+11,21.9314,21.5021,20.8381
823,1,1,0.642273,1.12766,0.683467,260.062,nan,nan,nan,2.39659e+11,19.0334,18.5873,18.0938
824,1,1,1.25,2.22581,0.672666,281.994,280.438,281.994,310.943,3.3458e+11,21.5851,21.133,20.3932
825,1,1,1.09,2.84615,0.704186,238.044,237.981,238.044,257.943,2.44315e+11,21.9314,21.5021,20.8381
826,1,1,2.03,3.16667,0.694667,350,461.455,440.441,328.324,5.32288e+11,20.7149,20.4892,21.4497
827,1,1,0.64,1.17391,0.73097,261.65,261.32,261.65,273.142,2.59059e+11,20.1076,19.674,19.1719
828,1,1,1.17,3.7619,0.666166,221.826,221.826,221.239,234.342,2.03167e+11,22.4263,22.0097,21.4444
829,1,1,0.74,2.0303,0.71489,223.518,223.518,219.16,230.313,1.96031e+11,21.1702,20.8277,20.2967
830,1,1,0.18,3,0.724191,168.667,178.219,168.667,143.417,4.71837e+10,18.5693,18.3804,18.7693
831,1,1,1.18,2.84615,0.735285,252.995,251.326,252.995,278.489,2.92074e+11,21.9068,21.45,20.7176
832,1,1,1.18,2.7037,0.708196,252.995,251.326,252.995,278.489,2.81313e+11,21.9068,21.45,20.7176
833,1,1,0.18,2.0303,0.703479,168.667,178.219,168.667,143.417,4.58342e+10,18.5693,18.3804,18.7693
834,1,1,0.53,1.94118,0.709507,201.15,205.215,200.179,201.15,1.35968e+11,20.6626,20.3424,20.006
835,1,1,2.03,3.16667,0.694667,350,461.455,440.441,328.324,5.32288e+11,20.7149,20.4892,21.4497
836,1,1,0.43,1.63158,0.633297,185.488,188.567,185.488,183.855,9.20656e+10,20.4886,20.132,19.855
837,1,1,0.48,1.27273,0.683071,210.811,210.811,209.358,211.879,1.3647e+11,20.2882,19.8901,19.5228
838,1,1,1.18,2.84615,0.735285,252.995,251.326,252.995,278.489,2.92074e+11,21.9068,21.45,20.7176
839,1,1,0.787369,1.22222,0.724334,301.487,nan,nan,nan,3.69467e+11,19.6921,19.2656,18.6834
840,1,1,0.82,1.5,0.736594,271.295,271.295,264.366,279.979,3.08399e+11,20.6019,20.2862,19.7216
841,1,1,1.62,4,0.638368,248.132,253.136,235.312,248.132,2.49472e+11,22.723,22.612,22.0662
842,1,1,0.74,2.0303,0.71489,223.518,223.518,219.16,230.313,1.96031e+11,21.1702,20.8277,20.2967
843,1,1,0.49,3.16667,0.638361,176.208,177.095,174.042,176.208,9.01046e+10,21.0985,20.746,20.3768
844,1,1,0.18,3.7619,0.732988,168.667,178.219,168.667,143.417,4.77568e+10,18.5693,18.3804,18.7693
845,1,1,0.921289,1.5,0.696909,290.526,nan,nan,nan,3.46453e+11,19.869,19.3731,18.6196
846,1,1,0.65,1.17391,0.732907,264.904,264.904,263.979,274.639,2.68029e+11,20.0893,19.6764,19.1891
847,1,1,0.65,2.44828,0.642523,194.517,196.395,191.205,194.517,1.26695e+11,21.3889,21.0771,20.6871
848,1,1,0.38,1,0.624753,198.479,203.197,198.479,194.591,9.65263e+10,19.8478,19.5217,19.2922
849,1,1,0.642273,1.08333,0.646981,260.062,nan,nan,nan,2.26865e+11,19.0334,18.5873,18.0938
850,1,1,0.43,2.84615,0.725629,185.488,188.567,185.488,183.855,1.05488e+11,20.4886,20.132,19.855
851,1,1,0.642273,1.08333,0.646981,260.062,nan,nan,nan,2.26865e+11,19.0334,18.5873,18.0938
852,1,1,1.06,2.125,0.716609,264.784,263.632,264.784,287.745,3.05936e+11,21.4121,20.9651,20.2885
853,1,1,0.18,3.54545,0.730868,168.667,178.219,168.667,143.417,4.76187e+10,18.5693,18.3804,18.7693
854,1,1,0.43,2.7037,0.719126,185.488,188.567,185.488,183.855,1.04543e+11,20.4886,20.132,19.855
855,1,1,0.18,3.34783,0.728697,168.667,178.219,168.667,143.417,4.74772e+10,18.5693,18.3804,18.7693
856,1,1,0.65,1.04082,0.687689,279.414,279.414,277.385,290.285,2.79797e+11,19.8577,19.4613,18.9485
857,1,1,1.17,3.34783,0.629231,221.826,221.826,221.239,234.342,1.91903e+11,22.4263,22.0097,21.4444
858,1,1,0.43,1.7027,0.642401,185.488,188.567,185.488,183.855,9.33891e+10,20.4886,20.132,19.855
859,1,1,0.18,3.34783,0.728697,168.667,178.219,168.667,143.417,4.74772e+10,18.5693,18.3804,18.7693
860,1,1,1.09,2.7037,0.681503,238.044,237.981,238.044,257.943,2.36446e+11,21.9314,21.5021,20.8381
861,1,1,0.74,1.77778,0.658083,223.518,223.518,219.16,230.313,1.80454e+11,21.1702,20.8277,20.2967
862,1,1,1.1,2.7037,0.730336,247.554,244.006,247.554,271.644,2.74507e+11,21.8472,21.3565,20.6378
863,1,1,0.82,1.38095,0.661162,271.295,271.295,264.366,279.979,2.76817e+11,20.6019,20.2862,19.7216
864,1,1,0.921289,1.43902,0.650484,290.526,nan,nan,nan,3.23374e+11,19.869,19.3731,18.6196
865,1,1,0.65,1.17391,0.732907,264.904,264.904,263.979,274.639,2.68029e+11,20.0893,19.6764,19.1891
866,1,1,0.921289,1.5,0.696909,290.526,nan,nan,nan,3.46453e+11,19.869,19.3731,18.6196
867,1,1,0.43,2.57143,0.712442,185.488,188.567,185.488,183.855,1.03571e+11,20.4886,20.132,19.855
868,1,1,0.43,3.16667,0.738129,185.488,188.567,185.488,183.855,1.07306e+11,20.4886,20.132,19.855
869,1,1,0.800644,1.77778,0.734004,245.611,nan,nan,nan,2.49897e+11,19.8114,19.3625,18.7076
870,1,1,0.74,1.85714,0.677632,223.518,223.518,219.16,230.313,1.85814e+11,21.1702,20.8277,20.2967
871,1,1,0.53,1.7027,0.673448,201.15,205.215,200.179,201.15,1.29058e+11,20.6626,20.3424,20.006
872,1,1,0.62,2.0303,0.643197,198.909,198.909,193.346,200.727,1.29909e+11,21.2091,20.9042,20.4261
873,1,1,0.65,1.12766,0.696169,264.904,264.904,263.979,274.639,2.54593e+11,20.0893,19.6764,19.1891
874,1,1,1.03,1.77778,0.663211,276.379,276.379,271.484,285.06,3.06621e+11,21.1302,20.7797,20.2524
875,1,1,0.640675,2.84615,0.63575,188.241,nan,nan,nan,1.16673e+11,19.6929,19.2562,18.6956
876,1,1,1.62,4,0.638368,248.132,253.136,235.312,248.132,2.49472e+11,22.723,22.612,22.0662
877,1,1,0.65,1.12766,0.696169,264.904,264.904,263.979,274.639,2.54593e+11,20.0893,19.6764,19.1891
878,1,1,0.62,2.44828,0.689805,198.909,198.909,193.346,200.727,1.39323e+11,21.2091,20.9042,20.4261
879,1,1,0.65,2.22581,0.68185,203.981,203.981,199.445,204.348,1.47851e+11,21.2243,20.8939,20.473
880,1,1,0.43,1.63158,0.633297,185.488,188.567,185.488,183.855,9.20656e+10,20.4886,20.132,19.855
881,1,1,1.06,1.94118,0.650065,264.784,263.632,264.784,287.745,2.77527e+11,21.4121,20.9651,20.2885
882,1,1,0.18,1.43902,0.676875,168.667,178.219,168.667,143.417,4.41009e+10,18.5693,18.3804,18.7693
883,1,1,0.72,3.16667,0.717408,202.946,202.946,194.633,204.394,1.60507e+11,21.5169,21.2705,20.7425
884,1,1,0.18,1,0.63607,168.667,178.219,168.667,143.417,4.14422e+10,18.5693,18.3804,18.7693
885,1,1,0.65,1.94118,0.641856,203.981,203.981,199.445,204.348,1.39179e+11,21.2243,20.8939,20.473
886,1,1,0.43,1.63158,0.633297,185.488,188.567,185.488,183.855,9.20656e+10,20.4886,20.132,19.855
887,1,1,0.43,1.94118,0.667968,185.488,188.567,185.488,183.855,9.71058e+10,20.4886,20.132,19.855
888,1,1,0.9,1.5641,0.676323,272.057,268.894,272.057,300.441,2.92929e+11,20.8887,20.4099,19.6635
889,1,1,0.63,1.22222,0.714675,250.356,250.356,247.723,260.453,2.30299e+11,20.2522,19.8701,19.337
890,1,1,0.53,1.77778,0.685864,201.15,205.215,200.179,201.15,1.31437e+11,20.6626,20.3424,20.006
891,1,1,0.49,3.7619,0.656184,176.208,177.095,174.042,176.208,9.26203e+10,21.0985,20.746,20.3768
892,1,1,0.64,1.17391,0.73097,261.65,261.32,261.65,273.142,2.59059e+11,20.1076,19.674,19.1719
893,1,1,0.18,1.38095,0.673002,168.667,178.219,168.667,143.417,4.38485e+10,18.5693,18.3804,18.7693
894,1,1,0.842398,1.5641,0.661679,255.861,nan,nan,nan,2.48537e+11,19.9214,19.5254,18.8707
895,1,1,0.43,2.0303,0.675955,185.488,188.567,185.488,183.855,9.8267e+10,20.4886,20.132,19.855
896,1,1,0.62,2.84615,0.72138,198.909,198.909,193.346,200.727,1.457e+11,21.2091,20.9042,20.4261
897,1,1,0.49,2.84615,0.625715,176.208,177.095,174.042,176.208,8.83196e+10,21.0985,20.746,20.3768
898,1,1,0.65,3.16667,0.693484,194.517,196.395,191.205,194.517,1.36744e+11,21.3889,21.0771,20.6871
899,1,1,0.97,1.63158,0.620709,269.661,263.932,269.661,299.638,2.69411e+11,21.1698,20.6484,19.8752
900,1,1,0.731089,1.7027,0.635734,221.803,nan,nan,nan,1.70884e+11,20.0062,19.546,18.7871
901,1,1,0.65,2.22581,0.620046,194.517,196.395,191.205,194.517,1.22263e+11,21.3889,21.0771,20.6871
902,1,1,0.642273,1.12766,0.683467,260.062,nan,nan,nan,2.39659e+11,19.0334,18.5873,18.0938
903,1,1,0.640675,3.16667,0.653855,188.241,nan,nan,nan,1.19996e+11,19.6929,19.2562,18.6956
904,1,1,0.53,2.0303,0.720773,201.15,205.215,200.179,201.15,1.38127e+11,20.6626,20.3424,20.006
905,1,1,1.03,1.7027,0.623468,276.379,276.379,271.484,285.06,2.88247e+11,21.1302,20.7797,20.2524
906,1,1,1.03,1.7027,0.623468,276.379,276.379,271.484,285.06,2.88247e+11,21.1302,20.7797,20.2524
907,1,1,0.65,1.85714,0.627665,203.981,203.981,199.445,204.348,1.36102e+11,21.2243,20.8939,20.473
908,1,1,0.725437,1.04082,0.627696,300.684,nan,nan,nan,3.0916e+11,19.6692,19.2502,18.6844
909,1,1,1.1,2.22581,0.624326,247.554,244.006,247.554,271.644,2.34662e+11,21.8472,21.3565,20.6378
910,1,1,0.18,2.44828,0.71443,168.667,178.219,168.667,143.417,4.65477e+10,18.5693,18.3804,18.7693
911,1,1,0.63,1.5,0.852203,250.356,250.356,247.723,260.453,2.74617e+11,20.2522,19.8701,19.337
912,1,1,0.97,2.22581,0.858892,269.661,263.932,269.661,299.638,3.72791e+11,21.1698,20.6484,19.8752
913,1,1,0.890324,1.77778,0.796334,272.199,nan,nan,nan,3.44207e+11,20.0265,19.601,18.9429
914,1,1,0.53,2.33333,0.75256,201.15,205.215,200.179,201.15,1.44219e+11,20.6626,20.3424,20.006
915,1,1,0.94,2.57143,0.788472,242.776,242.776,237.804,249.499,2.75182e+11,21.4487,21.1104,20.5865
916,1,1,1.1,3.54545,0.847611,247.554,244.006,247.554,271.644,3.18587e+11,21.8472,21.3565,20.6378
917,1,1,0.9,1.85714,0.818216,272.057,268.894,272.057,300.441,3.54386e+11,20.8887,20.4099,19.6635
918,1,1,0.38,2.33333,0.834814,198.479,203.197,198.479,194.591,1.28981e+11,19.8478,19.5217,19.2922
919,1,1,0.38,2.57143,0.849121,198.479,203.197,198.479,194.591,1.31192e+11,19.8478,19.5217,19.2922
920,1,1,0.53,2.22581,0.742283,201.15,205.215,200.179,201.15,1.42249e+11,20.6626,20.3424,20.006
921,1,1,0.94,2.44828,0.766082,242.776,242.776,237.804,249.499,2.67367e+11,21.4487,21.1104,20.5865
922,1,1,0.94,2.84615,0.831421,242.776,242.776,237.804,249.499,2.90171e+11,21.4487,21.1104,20.5865
923,1,1,1.06,2.33333,0.779199,264.784,263.632,264.784,287.745,3.32656e+11,21.4121,20.9651,20.2885
924,1,1,0.38,2.22581,0.827341,198.479,203.197,198.479,194.591,1.27827e+11,19.8478,19.5217,19.2922
925,1,1,0.31382,1.43902,0.842526,203.51,nan,nan,nan,1.20838e+11,18.8552,18.4503,18.2574
926,1,1,0.731089,2.22581,0.744973,221.803,nan,nan,nan,2.00247e+11,20.0062,19.546,18.7871
927,1,1,0.63,1.38095,0.800208,250.356,250.356,247.723,260.453,2.57862e+11,20.2522,19.8701,19.337
928,1,1,0.243997,1.38095,0.844746,196.269,nan,nan,nan,9.42544e+10,18.1146,17.7083,17.8115
929,1,1,0.43,3.54545,0.750013,185.488,188.567,185.488,183.855,1.09033e+11,20.4886,20.132,19.855
930,1,1,1.18,3.16667,0.787354,252.995,251.326,252.995,278.489,3.12757e+11,21.9068,21.45,20.7176
931,1,1,0.48,2.22581,0.853471,210.811,210.811,209.358,211.879,1.70514e+11,20.2882,19.8901,19.5228
932,1,1,1.11,2.84615,0.85993,265.338,260.432,265.338,292.31,3.71941e+11,21.5885,21.0794,20.3435
933,1,1,0.921289,1.5641,0.741721,290.526,nan,nan,nan,3.6873e+11,19.869,19.3731,18.6196
934,1,1,0.47,3,0.845554,202.304,209.513,202.304,199.385,1.53788e+11,20.2605,19.9845,19.7322
935,1,1,0.74,2.44828,0.782854,223.518,223.518,219.16,230.313,2.14668e+11,21.1702,20.8277,20.2967
936,1,1,0.63,1.5,0.852203,250.356,250.356,247.723,260.453,2.74617e+11,20.2522,19.8701,19.337
937,1,1,0.48,1.94118,0.820419,210.811,210.811,209.358,211.879,1.6391e+11,20.2882,19.8901,19.5228
938,1,1,1.18,3,0.761658,252.995,251.326,252.995,278.489,3.0255e+11,21.9068,21.45,20.7176
939,1,1,0.800644,2.0303,0.806993,245.611,nan,nan,nan,2.74747e+11,19.8114,19.3625,18.7076
940,1,1,0.91,1.85714,0.832054,276.215,274.989,276.215,300.962,3.72628e+11,20.8209,20.3735,19.6855
941,1,1,1.1,3.16667,0.802488,247.554,244.006,247.554,271.644,3.01626e+11,21.8472,21.3565,20.6378
942,1,1,0.48,1.5641,0.757706,210.811,210.811,209.358,211.879,1.51381e+11,20.2882,19.8901,19.5228
943,1,1,0.31382,1.27273,0.812962,203.51,nan,nan,nan,1.16598e+11,18.8552,18.4503,18.2574
944,1,1,0.787369,1.27273,0.775695,301.487,nan,nan,nan,3.95664e+11,19.6921,19.2656,18.6834
945,1,1,0.628613,1.5641,0.824892,242.591,nan,nan,nan,2.49342e+11,19.0118,18.6283,18.1443
946,1,1,0.74,2.84615,0.828898,223.518,223.518,219.16,230.313,2.27293e+11,21.1702,20.8277,20.2967
947,1,1,0.38,2.7037,0.855977,198.479,203.197,198.479,194.591,1.32251e+11,19.8478,19.5217,19.2922
948,1,1,0.63,1.32558,0.772757,250.356,250.356,247.723,260.453,2.49016e+11,20.2522,19.8701,19.337
949,1,1,0.94,2.57143,0.788472,242.776,242.776,237.804,249.499,2.75182e+11,21.4487,21.1104,20.5865
950,1,1,0.63,1.43902,0.826673,250.356,250.356,247.723,260.453,2.6639e+11,20.2522,19.8701,19.337
951,1,1,0.38,2.33333,0.834814,198.479,203.197,198.479,194.591,1.28981e+11,19.8478,19.5217,19.2922
952,1,1,0.82,1.5641,0.772345,271.295,271.295,264.366,279.979,3.23367e+11,20.6019,20.2862,19.7216
953,1,1,0.887436,1.5,0.809517,302.78,nan,nan,nan,4.3254e+11,20.5611,20.1465,19.5057
954,1,1,0.38,2.44828,0.84207,198.479,203.197,198.479,194.591,1.30102e+11,19.8478,19.5217,19.2922
955,1,1,0.53,3.16667,0.808464,201.15,205.215,200.179,201.15,1.54932e+11,20.6626,20.3424,20.006
956,1,1,0.74,2.44828,0.782854,223.518,223.518,219.16,230.313,2.14668e+11,21.1702,20.8277,20.2967
957,1,1,0.808909,1.38095,0.748283,285.315,nan,nan,nan,3.44962e+11,19.8811,19.4247,18.7504
958,1,1,0.65,1.12766,0.774521,279.414,279.414,277.385,290.285,3.15126e+11,19.8577,19.4613,18.9485
959,1,1,0.47,2.7037,0.829048,202.304,209.513,202.304,199.385,1.50786e+11,20.2605,19.9845,19.7322
960,1,1,0.31382,1.04082,0.75547,203.51,nan,nan,nan,1.08353e+11,18.8552,18.4503,18.2574
961,1,1,1.27,2.44828,0.746482,284.508,309.157,284.508,234.809,3.78652e+11,21.2042,21.137,21.6554
962,1,1,0.53,2.84615,0.790834,201.15,205.215,200.179,201.15,1.51553e+11,20.6626,20.3424,20.006
963,1,1,1.09,3.34783,0.768767,238.044,237.981,238.044,257.943,2.66722e+11,21.9314,21.5021,20.8381
964,1,1,1.1,3.34783,0.825325,247.554,244.006,247.554,271.644,3.1021e+11,21.8472,21.3565,20.6378
965,1,1,0.31382,1.5,0.851684,203.51,nan,nan,nan,1.22152e+11,18.8552,18.4503,18.2574
966,1,1,0.48,1.63158,0.771105,210.811,210.811,209.358,211.879,1.54058e+11,20.2882,19.8901,19.5228
967,1,1,1.1,3.54545,0.847611,247.554,244.006,247.554,271.644,3.18587e+11,21.8472,21.3565,20.6378
968,1,1,0.71,1.5,0.848096,265.461,265.461,263.91,280.03,3.22898e+11,20.3136,19.911,19.3381
969,1,1,1.09,3.7619,0.809236,238.044,237.981,238.044,257.943,2.80762e+11,21.9314,21.5021,20.8381
970,1,1,0.53,3.7619,0.833311,201.15,205.215,200.179,201.15,1.59694e+11,20.6626,20.3424,20.006
971,1,1,0.264958,1,0.810658,203.855,nan,nan,nan,1.03634e+11,17.651,17.3281,17.4041
972,1,1,0.82,1.5641,0.772345,271.295,271.295,264.366,279.979,3.23367e+11,20.6019,20.2862,19.7216
973,1,1,0.53,3.34783,0.816947,201.15,205.215,200.179,201.15,1.56558e+11,20.6626,20.3424,20.006
974,1,1,0.800644,1.94118,0.783438,245.611,nan,nan,nan,2.66728e+11,19.8114,19.3625,18.7076
975,1,1,1.03,2.0303,0.774952,276.379,276.379,271.484,285.06,3.58282e+11,21.1302,20.7797,20.2524
976,1,1,0.731089,2.33333,0.761283,221.803,nan,nan,nan,2.04631e+11,20.0062,19.546,18.7871
977,1,1,0.64,1.27273,0.797741,261.65,261.32,261.65,273.142,2.82723e+11,20.1076,19.674,19.1719
978,1,1,0.921289,1.7027,0.826829,290.526,nan,nan,nan,4.11039e+11,19.869,19.3731,18.6196
979,1,1,0.38,2.33333,0.834814,198.479,203.197,198.479,194.591,1.28981e+11,19.8478,19.5217,19.2922
980,1,1,0.47,2.33333,0.802511,202.304,209.513,202.304,199.385,1.45959e+11,20.2605,19.9845,19.7322
981,1,1,1.27,2.44828,0.746482,284.508,309.157,284.508,234.809,3.78652e+11,21.2042,21.137,21.6554
982,1,1,0.48,1.5,0.743834,210.811,210.811,209.358,211.879,1.48609e+11,20.2882,19.8901,19.5228
983,1,1,0.47,2.7037,0.829048,202.304,209.513,202.304,199.385,1.50786e+11,20.2605,19.9845,19.7322
984,1,1,1.11,2.57143,0.802039,265.338,260.432,265.338,292.31,3.46902e+11,21.5885,21.0794,20.3435
985,1,1,0.31382,1.27273,0.812962,203.51,nan,nan,nan,1.16598e+11,18.8552,18.4503,18.2574
986,1,1,0.31382,1.12766,0.779842,203.51,nan,nan,nan,1.11848e+11,18.8552,18.4503,18.2574
987,1,1,0.38,1.63158,0.767948,198.479,203.197,198.479,194.591,1.1865e+11,19.8478,19.5217,19.2922
988,1,1,0.53,4,0.841215,201.15,205.215,200.179,201.15,1.61208e+11,20.6626,20.3424,20.006
989,1,1,1.06,2.33333,0.779199,264.784,263.632,264.784,287.745,3.32656e+11,21.4121,20.9651,20.2885
990,1,1,1.1,3.34783,0.825325,247.554,244.006,247.554,271.644,3.1021e+11,21.8472,21.3565,20.6378
991,1,1,0.62,4,0.777602,198.909,198.909,193.346,200.727,1.57055e+11,21.2091,20.9042,20.4261
992,1,1,0.53,2.22581,0.742283,201.15,205.215,200.179,201.15,1.42249e+11,20.6626,20.3424,20.006
993,1,1,0.48,2.0303,0.83178,210.811,210.811,209.358,211.879,1.6618e+11,20.2882,19.8901,19.5228
994,1,1,0.48,2.125,0.842792,210.811,210.811,209.358,211.879,1.6838e+11,20.2882,19.8901,19.5228
995,1,1,0.725437,1.22222,0.839111,300.684,nan,nan,nan,4.13288e+11,19.6692,19.2502,18.6844
996,1,1,1.06,2.22581,0.748374,264.784,263.632,264.784,287.745,3.19496e+11,21.4121,20.9651,20.2885
997,1,1,0.74,2.44828,0.782854,223.518,223.518,219.16,230.313,2.14668e+11,21.1702,20.8277,20.2967
998,1,1,0.264958,1,0.810658,203.855,nan,nan,nan,1.03634e+11,17.651,17.3281,17.4041
999,1,1,1.06,2.57143,0.838213,264.784,263.632,264.784,287.745,3.57851e+11,21.4121,20.9651,20.2885
1000,1,1,0.38,1.5641,0.758286,198.479,203.197,198.479,194.591,1.17158e+11,19.8478,19.5217,19.2922
1001,1,1,0.38,1.63158,0.767948,198.479,203.197,198.479,194.591,1.1865e+11,19.8478,19.5217,19.2922
1002,1,1,0.48,2.22581,0.853471,210.811,210.811,209.358,211.879,1.70514e+11,20.2882,19.8901,19.5228
1003,1,1,0.64,1.32558,0.829269,261.65,261.32,261.65,273.142,2.93897e+11,20.1076,19.674,19.1719
1004,1,1,0.31382,1.04082,0.75547,203.51,nan,nan,nan,1.08353e+11,18.8552,18.4503,18.2574
1005,1,1,0.74,2.33333,0.766616,223.518,223.518,219.16,230.313,2.10215e+11,21.1702,20.8277,20.2967
1006,1,1,0.842398,1.77778,0.752649,255.861,nan,nan,nan,2.82707e+11,19.9214,19.5254,18.8707
1007,1,1,1.25,2.7037,0.822972,281.994,280.438,281.994,310.943,4.09341e+11,21.5851,21.133,20.3932
1008,1,1,0.47,3.16667,0.853488,202.304,209.513,202.304,199.385,1.55231e+11,20.2605,19.9845,19.7322
1009,1,1,0.97,2.0303,0.796165,269.661,263.932,269.661,299.638,3.45566e+11,21.1698,20.6484,19.8752
1010,1,1,0.31382,1.32558,0.823183,203.51,nan,nan,nan,1.18064e+11,18.8552,18.4503,18.2574
1011,1,1,1.25,2.84615,0.85798,281.994,280.438,281.994,310.943,4.26754e+11,21.5851,21.133,20.3932
1012,1,1,0.65,1.22222,0.768234,264.904,264.904,263.979,274.639,2.80948e+11,20.0893,19.6764,19.1891
1013,1,1,1.25,2.44828,0.749981,281.994,280.438,281.994,310.943,3.73035e+11,21.5851,21.133,20.3932
1014,1,1,0.642273,1.32558,0.815921,260.062,nan,nan,nan,2.86104e+11,19.0334,18.5873,18.0938
1015,1,1,0.48,2.0303,0.83178,210.811,210.811,209.358,211.879,1.6618e+11,20.2882,19.8901,19.5228
1016,1,1,0.65,3.7619,0.792928,203.981,203.981,199.445,204.348,1.71937e+11,21.2243,20.8939,20.473
1017,1,1,0.9,1.77778,0.784499,272.057,268.894,272.057,300.441,3.39782e+11,20.8887,20.4099,19.6635
1018,1,1,0.53,2.22581,0.742283,201.15,205.215,200.179,201.15,1.42249e+11,20.6626,20.3424,20.006
1019,1,1,0.38,1.94118,0.803507,198.479,203.197,198.479,194.591,1.24144e+11,19.8478,19.5217,19.2922
1020,1,1,1.25,2.44828,0.749981,281.994,280.438,281.994,310.943,3.73035e+11,21.5851,21.133,20.3932
1021,1,1,0.71,1.43902,0.817494,265.631,264.28,265.631,283.504,3.11644e+11,20.333,19.8828,19.2846
1022,1,1,0.628613,1.63158,0.8472,242.591,nan,nan,nan,2.56085e+11,19.0118,18.6283,18.1443
1023,1,1,0.62,3.16667,0.741054,198.909,198.909,193.346,200.727,1.49674e+11,21.2091,20.9042,20.4261
1024,1,1,0.65,3.34783,0.77296,203.981,203.981,199.445,204.348,1.67607e+11,21.2243,20.8939,20.473
1025,1,1,0.48,1.94118,0.820419,210.811,210.811,209.358,211.879,1.6391e+11,20.2882,19.8901,19.5228
1026,1,1,0.71,1.32558,0.749623,265.461,265.461,263.91,280.03,2.85406e+11,20.3136,19.911,19.3381
1027,1,1,1.06,2.44828,0.80913,264.784,263.632,264.784,287.745,3.45435e+11,21.4121,20.9651,20.2885
1028,1,1,1.1,3.16667,0.802488,247.554,244.006,247.554,271.644,3.01626e+11,21.8472,21.3565,20.6378
1029,1,1,1.18,3,0.761658,252.995,251.326,252.995,278.489,3.0255e+11,21.9068,21.45,20.7176
1030,1,1,0.62,3.54545,0.75976,198.909,198.909,193.346,200.727,1.53452e+11,21.2091,20.9042,20.4261
1031,1,1,0.38,2.7037,0.855977,198.479,203.197,198.479,194.591,1.32251e+11,19.8478,19.5217,19.2922
1032,1,1,0.38,1.63158,0.767948,198.479,203.197,198.479,194.591,1.1865e+11,19.8478,19.5217,19.2922
1033,1,1,1.1,3.34783,0.825325,247.554,244.006,247.554,271.644,3.1021e+11,21.8472,21.3565,20.6378
1034,1,1,0.38,2.0303,0.811699,198.479,203.197,198.479,194.591,1.2541e+11,19.8478,19.5217,19.2922
1035,1,1,0.38,2.0303,0.811699,198.479,203.197,198.479,194.591,1.2541e+11,19.8478,19.5217,19.2922
1036,1,1,0.94,2.44828,0.766082,242.776,242.776,237.804,249.499,2.67367e+11,21.4487,21.1104,20.5865
1037,1,1,0.62,3.16667,0.741054,198.909,198.909,193.346,200.727,1.49674e+11,21.2091,20.9042,20.4261
1038,1,1,1.25,2.44828,0.749981,281.994,280.438,281.994,310.943,3.73035e+11,21.5851,21.133,20.3932
1039,1,1,0.64,1.27273,0.797741,261.65,261.32,261.65,273.142,2.82723e+11,20.1076,19.674,19.1719
1040,1,1,0.38,1.63158,0.767948,198.479,203.197,198.479,194.591,1.1865e+11,19.8478,19.5217,19.2922
1041,1,1,0.65,1.17391,0.815394,279.414,279.414,277.385,290.285,3.31755e+11,19.8577,19.4613,18.9485
1042,1,1,0.731089,3.16667,0.850002,221.803,nan,nan,nan,2.28479e+11,20.0062,19.546,18.7871
1043,1,1,0.63,1.38095,0.800208,250.356,250.356,247.723,260.453,2.57862e+11,20.2522,19.8701,19.337
1044,1,1,0.243997,1.38095,0.844746,196.269,nan,nan,nan,9.42544e+10,18.1146,17.7083,17.8115
1045,1,1,1.09,4,0.828782,238.044,237.981,238.044,257.943,2.87544e+11,21.9314,21.5021,20.8381
1046,1,1,1.11,2.57143,0.802039,265.338,260.432,265.338,292.31,3.46902e+11,21.5885,21.0794,20.3435
1047,1,1,0.65,3.16667,0.762608,203.981,203.981,199.445,204.348,1.65363e+11,21.2243,20.8939,20.473
1048,1,1,1.25,2.84615,0.85798,281.994,280.438,281.994,310.943,4.26754e+11,21.5851,21.133,20.3932
1049,1,1,0.48,2.0303,0.83178,210.811,210.811,209.358,211.879,1.6618e+11,20.2882,19.8901,19.5228
